Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
1957	1829	2210	2071	2819	2353	1845	2691	2342	1938	2778	1703	1847	1965	1953	2105	2100	1842	1709	2456	1957	1981	1939	2461	1944	2072	2867	2098	3341	3151	2761	2214	2310	3410	3168	3374	2100	2093	2209	2459	1946	2117	2119	2118	2862	2691	1816	2336	2076	1830	2451	1815	2198	2214	1692	2982	2096	2476	1688	2483	1699	2345	1815	1945	2372	2106	2318	2763	2348	1949	2214	1809	1951	1962	1696	1955	2216	1694	3741	2351	2321	2321	1834	2513	2496	2102	2083	2084	2078	2760	1955	1954	2460	2065	2468	1694	2095	1700	2751	1701	1987	2480	2252	2966	2614	2196	2116	2100	2327	2975	2574	4406	2191	2095	2995	3079	1817	2192	1968	3142	2209	1950	1843	3131	1826	2724	2748	2516	3043	3255	1846	1820	2078	1847	3216	2078	2451	2697	2197	2511	3488	3246	2232	2641	1691	1841	2501	1958	2330	4005	2213	1700	4290	2779	2878	2735	2466	1705	1845	1939	2624	3282	2362	6619	4002	3399	2479	2473	3389	2971	3262	1973	1685	4581	2060	2331	3482	2497	1689	3075	4385	4397	2633	2879	2110	1978	2186	3536	2607	5179	3026	3251	4460	4041	2102	2376	2472	3771	2471	3479	1686	1823	2078	2088	2565	1960	2106	1961	4559	1948	1981	3628	2084	4893	3656	3618	1815	4839	3462	2230	4178	3138	5712	2068	1966	2354	1692	4573	5334	1981	2120	2214	7719	0	0	4795	2447	2323	3564	4942	2194	3763	3349	2463	2321	2356	2466	2636	3167	3176	2822	2742	1941	2746	3096	2089	2105	1977	2824	3360	1842	2499	1934	3482	2239	2460	1962	2976	4336	2067	2982	1836	4838	2079	3674	2904	2240	1690	5952	2829	2205	2345	3161	2622	2866	2592	2089	2369	2450	2714	2615	2462	2713	2879	3401	3120	2627	2887	2240	1851
2957	2342	2876	2491	2843	2516	2876	2748	2707	2189	2970	1956	2567	3083	2104	2881	2319	2104	1815	2825	2728	2999	2076	2647	2468	2514	2870	2199	4317	3227	2840	3618	3026	4441	3977	3879	2615	2113	3013	4890	2369	2886	2873	2759	3038	3523	2103	3694	2829	2359	2565	1940	2327	2630	2330	3798	2232	2893	2450	2728	4004	2598	1948	3110	2608	3127	2358	2956	2514	1957	2360	2740	2072	1978	2106	2189	2504	3162	4321	2776	2445	2445	2233	3281	2773	2982	2187	2460	2598	2850	2089	3020	2471	2375	3032	2374	2604	1848	2956	2248	2199	2517	2338	3403	3167	2913	3284	2229	2372	3294	2772	4543	2248	2733	3294	3306	1980	2363	3278	3267	2627	3134	2720	3803	2649	2777	2844	2721	3809	3721	2236	1944	2873	2639	3383	2590	2722	2738	2252	3105	3771	3348	3360	3635	2099	2468	3030	2715	3378	4007	2730	2239	4672	5663	3746	3120	2514	4370	2442	2880	4049	4357	3823	7552	4452	3421	3171	5664	3950	3365	3777	2227	2723	4934	3112	3665	3881	3518	2222	3897	5158	5178	2980	2884	2319	3164	3590	3562	3638	6326	3213	4566	5025	4412	2697	2892	3566	4771	2573	3564	3373	2370	3176	2439	4195	2353	3100	2102	4901	2245	2910	4691	4613	8125	9028	4036	3136	5950	3647	2741	4248	3673	8998	4761	2996	5552	3911	9760	5347	4292	3355	3338	8070	0	0	6373	6464	2575	7753	6021	2912	3880	5071	2493	2485	2716	2879	3905	3261	3373	3349	3818	2095	2756	4023	2208	2447	1980	2907	3666	2210	2592	2093	3723	2973	2503	2250	3867	4644	3093	3036	2252	4887	5673	4306	3587	2894	2871	6855	2846	3097	2843	3939	4521	3505	2605	3292	2840	2821	2827	3515	3386	3242	3235	3657	3293	3335	2986	2744	2066
3111	2564	2950	2727	2959	2632	3043	2776	2759	2233	3114	2225	3266	3392	2634	4014	2585	2614	2356	2950	3330	3605	2588	3017	2987	3344	3382	2220	4825	3237	3352	5058	3234	4461	4211	3996	2981	3226	3398	5362	2979	3097	3220	3306	3380	3556	2827	4083	3019	3915	3126	2117	2346	3401	2775	4574	2513	2967	2569	3556	4583	2837	3798	3393	3224	3146	2454	3335	3218	2102	3153	2845	3641	2186	2839	2752	2711	3295	4446	2899	2475	2456	2368	3773	2873	3305	3615	3152	3011	2864	3404	3390	2576	2885	3083	2386	3431	1983	3074	3076	2902	4165	2985	4002	3357	3013	4493	3132	2382	3822	3088	4563	2572	2740	3380	3340	2386	2471	3338	3617	3017	3238	2995	3969	2888	2868	3078	3041	3931	5106	2749	2064	3496	3516	3543	3008	3587	3016	3463	3542	4158	3724	3735	3983	2326	2473	4017	3501	3421	4364	2841	2474	4955	5690	4023	4701	3079	4786	3359	3087	4064	7551	3884	8070	4973	3559	3533	6293	4124	3771	5256	3638	3563	5278	3646	3748	4317	3875	2584	4116	5392	5232	5646	6070	3512	3651	4328	4037	3972	7580	4916	4835	7289	5443	3391	5633	3651	5395	3167	3744	3530	2749	3521	3762	4582	3650	3165	2350	5077	2837	4037	8550	5002	10345	9465	5578	5334	6301	7474	3304	4501	4367	10311	4797	3245	5740	5138	10304	6338	6067	4689	4253	11798	0	0	7800	6575	3423	8229	7599	4674	4269	6105	3166	3368	2862	3281	3994	4563	3519	3653	4756	2373	3555	4156	3732	2773	3721	3679	3946	3010	2617	2111	4227	4132	2988	4517	4127	4698	3511	3329	3146	5491	6499	5153	4357	3124	3474	7128	4401	3481	3412	4158	4945	3515	3727	3506	3377	3303	3753	3901	3404	4115	4386	4685	4082	3823	3103	2964	2452
3258	2583	3214	3596	3018	3236	3253	2954	3692	2238	4169	2516	3305	3872	3002	4366	2758	3125	3543	3269	3770	3662	2873	3432	3127	4507	3499	2775	4889	3352	4129	5075	3270	5984	4439	4298	3899	3853	3546	5929	4151	4253	3222	3480	3492	3616	3998	4158	3104	4588	3724	3125	2834	4190	3508	5575	3154	4020	2627	3683	4799	2960	4052	3589	3241	3240	3027	3388	3517	2643	3478	3111	3917	2194	2843	3287	2989	3300	4484	3131	2739	2510	2874	3791	2998	3389	3865	3632	3303	2978	3416	3912	3101	2913	5398	2590	3548	1985	3076	3233	3045	4563	3229	5491	3848	3089	4596	3278	2725	4265	3947	4883	3392	2882	3514	3641	2641	2895	3534	4201	3376	3378	4005	4560	3028	3163	3143	3262	5613	5645	2759	2185	3586	4073	4177	3249	3997	3234	4250	3881	4559	3873	3764	4466	3209	3606	4225	4015	3801	4541	3539	2514	5678	6022	4742	5582	3538	6047	3663	4038	5155	7613	4232	8959	5392	3634	3980	6625	5938	4081	6692	3926	4976	6269	5703	4044	4389	4225	4762	4976	5720	5683	6556	6618	4194	4613	4802	5732	4059	8116	5334	5402	7574	5466	3500	6415	3782	6080	3365	3981	3788	2873	4365	4014	5370	3765	3589	2625	5218	3911	4078	8618	6155	0	9727	12530	7042	6547	11762	3744	6327	4376	0	10182	6146	7471	7606	12265	6547	6703	4787	7550	0	0	0	9170	6957	3539	8974	10143	4904	5219	7178	4103	4044	3541	3335	4237	4756	4012	4414	4851	2514	3856	4197	4018	3635	4161	3760	5177	3537	3262	3374	4631	4432	3143	5041	4233	5267	4233	3930	3345	5584	7434	5826	5243	4337	3624	7565	5819	3556	4444	5331	5142	3536	4135	4192	4909	3799	3848	6141	4390	4882	4852	5095	4548	4106	3120	3009	2483
3601	2598	3424	3731	3083	3414	3421	3367	4044	2754	4515	2832	3775	4426	3563	4828	2958	3153	3996	3617	3947	4079	3079	3634	3285	5689	3882	3412	5003	3888	4144	5155	4628	6275	5659	4621	4338	4830	3671	6203	5412	4931	3592	3790	3980	4563	4117	4197	3168	5430	4309	3396	3254	4226	3613	5594	3987	4154	2969	3851	5668	3164	4139	3715	3245	3279	3083	3520	4043	3341	3623	3123	3986	2253	3115	3300	3339	3436	5067	3224	2988	2697	3329	3870	3787	3795	4712	3642	3614	3085	3478	3980	4383	3270	5597	3080	3855	2079	3081	3294	5412	4774	3432	5870	3928	3934	5302	3559	3585	4514	4591	5258	3648	4406	3684	3911	2998	3152	3880	4229	4328	3716	4654	5140	3554	3211	3730	3336	5711	5935	3023	3475	3714	4911	4466	3593	4159	4226	4261	4266	4598	4059	3941	4631	3557	3677	4227	4771	3972	4562	4869	3170	5681	6621	5007	6490	3688	6078	4744	4185	5522	8446	4586	9047	5543	3656	4131	8808	6721	5172	6968	7348	5203	6442	6113	4126	4418	4229	4908	5559	6506	6018	6763	6642	5032	5472	4826	6819	5015	8320	5823	6243	7712	6136	3504	6757	5182	6233	4652	4257	4358	3017	5082	4768	5434	4493	3791	3398	5250	4236	4742	9576	8786	0	12202	14513	7784	7483	11891	4662	8138	5329	0	11702	6459	8360	7915	0	6591	7177	7896	7706	0	0	0	10002	7330	4776	9833	11399	6982	5949	7191	4170	5731	4431	3497	5494	4795	4132	5151	4879	2878	3872	4370	4243	4417	5994	3824	5524	4009	3536	4043	4709	4460	3647	5399	4288	5326	4505	4970	3346	6146	7782	6411	5592	6441	4119	7646	6818	4140	5910	6302	5321	4275	4968	4462	5412	4751	4772	6663	4424	5181	6961	5258	6437	4310	3538	3277	2863
3610	2980	4279	3768	3164	4325	4157	3467	4124	3470	4568	2969	3987	4976	3619	4842	3764	3434	4015	4152	3993	4650	3145	4105	3339	6075	4836	3515	5139	4294	4201	5341	4631	6553	6277	5467	4392	5414	6993	6672	5570	5179	3653	3902	4362	4743	5457	5036	3921	5730	4589	3530	3813	4258	3695	5668	4019	4412	3241	4261	6092	3434	4674	3867	3255	3352	3348	3794	4243	3598	4133	3403	4012	2331	3119	3816	3779	3523	5168	3511	3041	3207	3602	4356	4745	3907	4905	4059	3978	3368	3758	3991	4592	3429	6380	4027	4410	2227	3139	3295	5528	6287	3434	7280	4236	4056	5507	4684	3610	4651	5049	5857	3778	4764	3730	4366	4185	3239	4073	4977	5067	4583	5290	5281	3798	3277	4178	3398	6573	5976	3880	3625	3761	5358	4884	5274	4278	5234	4367	4785	4653	4160	4065	5001	3782	3679	4506	5665	4252	6364	5095	3532	5742	7160	5193	6932	3971	6352	5428	4798	5990	8981	4775	9257	7550	3871	4426	8907	7182	5404	7758	9677	5625	7264	6664	4319	4924	4356	5474	6287	6521	6096	6990	7045	5038	6153	4906	7141	6695	9128	7008	6685	7715	7866	4560	7262	5694	7904	5517	6138	5144	3026	5569	4964	5524	4525	4169	4034	5444	4363	5313	9692	12140	0	0	0	8619	10469	0	6177	8297	12705	0	14161	8342	8428	10192	0	6847	9024	8183	7716	0	0	0	11189	8008	4968	11498	0	8593	7443	8053	5567	6007	5567	4172	6984	4811	4468	5197	5383	3152	4297	4540	4844	4517	6152	4036	6094	5152	4099	4437	4945	4703	4055	5754	4716	5424	5123	5471	3648	6536	8012	7210	6330	6810	4199	8107	8007	4753	5971	7142	6486	4632	5341	5226	6487	4753	5093	6719	4497	5197	7505	5648	6573	5098	3686	3626	3486
3815	3029	4884	3791	3358	4522	4199	3468	4181	3773	4912	3745	4327	5128	3621	5223	3989	3898	4121	4532	4055	4826	3478	4375	4507	6265	5818	3550	5475	4372	5310	5515	5771	6751	6546	6611	6308	5528	7642	6925	6505	5734	3928	4046	4467	5096	5623	5180	4193	6471	5111	3599	5411	5192	4000	6680	4453	4976	4428	4355	6274	3588	5010	4060	3747	3724	3845	4099	4426	3614	4544	3541	4401	2701	3306	3868	3970	4879	5320	3524	3714	3517	3951	5146	4937	4149	4971	4261	4766	3559	3795	4189	5045	3464	7227	4186	4722	2363	3207	3623	5688	8399	4137	7306	4290	4237	5594	4876	4384	5006	5167	8607	3993	5313	3758	4571	4250	3504	4402	5380	5937	4873	6397	6700	5290	3432	4522	4270	7849	6318	4022	3765	4266	5810	5232	5609	4450	5677	4430	4806	4781	4198	4172	5274	4267	3846	4692	6235	4536	6771	5831	4748	5777	7381	5426	7359	4179	7030	5473	4951	6228	10155	4881	10176	8393	4101	4456	9249	7832	6021	7954	12194	6067	8364	7634	4444	5434	4828	5935	7838	6890	6652	7404	7267	6101	6507	5251	7411	6705	10634	8080	6744	8882	8138	4690	7783	6098	8201	6844	6559	5161	3302	6509	6845	5627	5981	4338	4797	5557	4718	5943	10059	14250	0	0	0	10079	10484	0	6588	9122	13029	0	0	8384	8887	12232	0	9457	10975	10552	8294	0	0	0	0	9334	7457	12959	0	10596	7840	9440	5869	6491	6424	4316	7128	4942	4502	5302	5549	3585	4579	4671	4981	4785	6455	4933	6986	5942	5100	4559	5155	5103	4249	6030	6531	6175	5523	5732	5665	7011	8380	7518	6627	6852	4277	8853	8726	6086	6467	8128	6735	5815	6070	6463	7593	4994	5184	8539	4978	5288	7816	6518	7166	5289	4327	4009	4142
4046	3107	4967	4052	3372	5207	4399	3620	4225	3905	5139	3941	4404	5310	4269	5252	4407	4525	4632	5340	4126	5819	4320	4658	4595	6370	6145	4557	5893	4574	5452	5537	6154	7188	7471	8436	7244	5712	8587	7780	6513	5747	4264	4184	4626	5209	5641	5366	4623	7310	5267	3771	5419	5744	4041	6898	4841	5381	5325	4404	6303	3900	5134	4374	3870	4545	4726	4138	4460	3642	4725	3754	4433	3302	3730	3984	4107	5088	5444	3630	4158	3739	3978	5311	5379	4391	4999	4307	5101	3736	3998	4287	5577	4029	7394	4575	5102	2980	3335	4899	5720	8484	4812	7381	4383	4947	5849	5810	4560	5386	5362	9142	4133	5702	3762	5534	4285	3550	4727	5862	6086	5071	8293	7087	6162	3851	4544	4574	7962	6921	4181	5609	4415	6473	5511	5656	4671	6314	4903	4819	5986	4446	4439	5299	5065	3928	4901	6319	5037	6820	5881	4829	5896	8565	7371	7474	4952	7150	5549	6367	6791	10533	4891	10204	8516	5018	5086	9353	9747	6738	8366	12625	6122	9162	8693	5344	5895	5239	6412	8298	7485	7221	7994	7512	6615	6619	5987	9461	9889	11101	8197	6817	9455	8273	6307	8531	6449	8296	7092	6700	5836	3463	6832	7402	6132	6147	4592	4998	5593	4808	5949	10066	0	0	0	0	12086	10635	0	7782	11110	14113	0	0	8929	10153	13908	0	10295	12103	12443	9030	0	0	0	0	9597	9411	13103	0	11302	8262	10950	7770	6836	6957	4784	7592	5008	5524	5992	5747	5019	5480	4843	5988	5693	6782	4944	7296	6006	5799	4712	5881	6061	4786	6168	6924	6858	5625	5780	6477	7023	8514	8201	6895	7322	4326	10430	9264	6649	6501	9539	7243	7247	6131	7408	8639	5305	5622	8583	5146	6067	8592	7143	7343	5328	4439	5882	4566
5062	3140	5234	4579	3717	5734	5144	3916	4486	4508	5370	4002	4486	5341	4406	5287	4626	5096	4994	5522	4147	6124	4698	4981	5543	6495	6991	5154	6194	4583	6367	5746	6225	7707	7517	9909	7245	6303	8879	8011	6669	6380	4509	4260	5140	5968	5942	5417	5252	7461	5643	3874	5841	6193	4525	7373	5101	5692	5330	4509	6799	4495	5656	4430	4385	4903	4906	4370	5019	3729	4769	3841	5062	3672	3943	5394	4174	5203	5824	3638	4339	3816	4727	5422	5678	4778	5271	4359	5122	3985	4567	4307	5646	4687	7467	4593	5564	3783	3472	5446	5727	9046	5008	7395	4405	4978	6139	5969	6893	5585	5617	9333	5072	5716	4784	6240	4384	3756	4828	6815	6188	5529	8881	9367	6435	3936	4753	4816	8124	7703	4428	6103	4503	6583	5635	6635	4885	6641	4952	4906	6264	4455	4831	5441	5232	4282	5310	7572	5412	6821	5981	5885	6428	8761	9270	8753	5693	7611	5595	7459	7155	11553	5741	10996	9229	5394	5262	10736	9861	6871	8824	12943	8166	9291	9013	5479	5913	6019	7319	9152	7719	7898	8335	8797	7094	7350	6535	9512	9913	12833	10363	6838	9898	9292	6770	8536	6558	10069	7239	8072	6184	3739	6992	7704	6604	6414	5710	5084	6052	5628	6298	10411	0	0	0	0	12276	13416	0	7810	14767	14496	0	0	9392	11336	14283	0	10990	0	0	10535	0	0	0	0	10491	10403	0	0	11438	9169	13605	8207	6980	7088	7501	7862	5047	6308	7051	6610	5616	6764	5079	8383	5749	7093	5555	8158	6130	6781	5444	6043	6783	5081	6341	7708	7290	6059	6694	7171	7628	9609	8478	6981	7568	5427	10498	9378	7332	7158	9725	8357	7399	6690	7416	9538	5378	5898	8600	5700	7420	8792	7416	7381	5882	5136	6394	4907
5663	4919	5947	4598	4000	5807	5317	4046	4967	5173	5618	4043	4700	5775	4417	5601	4669	5788	5232	5681	4439	6213	5033	5301	5614	6937	7505	6010	6413	4796	6431	5801	7329	7929	8577	10500	7347	6641	9182	8035	6806	6497	4822	4910	5398	6362	6043	5718	5482	7536	5891	3888	6690	6361	5452	7600	5168	5723	5394	4619	7165	4822	6026	5154	4565	5040	5180	4486	5403	4056	5276	3898	5203	3679	4103	5486	4596	5386	5941	4337	4353	3844	4846	5653	6060	5006	5336	4616	5493	4105	4636	4589	6389	4993	7614	4669	5584	4229	3861	6128	5793	9380	5215	7851	5336	5730	6161	5997	7104	6163	5928	9371	5158	6185	5016	6810	4713	3978	4917	7097	6863	5615	10007	9519	6474	3989	4809	4833	8308	7814	4568	6293	4831	6674	5884	7416	5048	7565	5394	5392	6401	4932	6722	6066	5402	4301	6157	8081	5520	7839	6019	6486	6699	9386	10970	9262	6446	7980	5880	7967	9101	12275	7396	11788	9318	5976	8153	11781	11017	8139	9156	14655	9580	9589	11368	5526	6762	6114	7431	9671	8739	9433	8847	10653	7118	7891	6810	9636	10514	12851	10670	6900	11656	10917	7075	8836	7469	11104	8355	8531	6988	4703	7612	7787	6871	6533	6843	6698	7016	5694	6866	11040	0	0	0	0	13259	14384	0	8039	0	0	0	0	9715	12275	0	0	12969	0	0	13090	0	0	0	0	12308	11751	0	0	0	10366	0	10336	7205	7581	7584	9516	5253	6423	9983	7850	7064	6891	5752	8687	6660	7109	5943	8854	7248	7024	5453	6169	7543	5602	6929	7728	7818	6079	6923	7591	8875	9802	8661	7371	8115	6183	10692	9595	7632	8376	9787	10127	7415	9278	7550	9579	5618	5952	8673	6321	8066	8832	7671	7712	7687	5322	6796	4984
