Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
1693	2580	1702	2234	2193	1846	1708	2695	1823	1687	2351	2211	2098	2115	1702	2080	1962	2067	2347	1690	1699	1815	2229	1945	1688	2188	1811	2574	2345	1821	1947	2499	2116	1688	1697	1943	1950	2326	1958	2099	1689	2613	1708	1823	2315	1688	2213	2079	1985	1942	2377	1979	1693	1938	2072	2072	1972	1848	2195	1939	1935	1685	1938	1938	1987	2772	1947	1692	1689	2108	2234	2079	1944	2112	2058	2489	1841	1933	1954	2340	2341	1703	2196	1687	1701	2892	1707	2186	2096	2380	2347	2629	2332	2220	1960	1956	1950	1978	2085	2900	2356	2070	1953	1844	1827	1964	1848	1707	1832	3842	1811	2184	2637	2217	1954	2318	2363	1977	2219	2075	1692	1965	2225	2059	1815	1836	2899	2497	2250	1713	1693	2368	2460	1967	2310	1934	2708	2083	1827	1938	2324	1948	3279	1812	1984	1697	1966	2062	1980	2234	2103	3419	2954	1956	2381	2905	2221	1947	1685	2606	1971	1973	3508	2696	2313	3654	1959	2761	1689	2342	2826	2192	1693	4151	1821	2243	2068	3940	1829	2380	2366	2447	2495	2197	2440	2196	2472	1704	2334	2091	2757	2099	1703	2220	2650	2769	2770	3893	1831	2702	2465	1827	2073	2516	2239	2346	2617	2460	2114	2086	2460	1969	2103	1935	1705	1700	1969	2456	2740	1974	2107	1702	1843	2770	3168	2722	1944	1813	2076	2354	2230	2312	1687	1822	2356	1846	1690	2071	1711	2216	1686	2821	2094	2363	1958	2623	2467	2602	2246	3420	1810	1706	2218	2629	2632	2088	1851	1967	1949	2720	2739	2334	2496	2353	1687	4368	3174	2464	3555	1700	1971	2251	1686	3992	2506	1698	2484	2962	3202	3142	1703	2185	1688	2897	2594	2385	2713	3599	2229	1826	2225	2311	1851	1959	3524	2310	1947	1694	2379	2993
2992	2609	2341	2235	2839	2457	2333	2740	2095	2209	2576	2246	2190	2120	2244	2343	2451	2198	2353	1839	1815	1978	2568	2335	1830	2693	2229	2834	2490	2197	1975	2756	2359	2452	2372	2247	2072	2494	2240	2437	1698	2838	2511	2089	2492	2112	2954	2251	2221	2063	2457	2217	2206	1962	2086	2085	2437	2195	2901	2355	2068	2084	1951	2311	2695	2888	1958	2244	2351	2476	2498	2345	2106	2991	2060	2635	3202	2768	2100	2383	3560	2848	2351	2380	1839	3008	2064	2332	2111	2618	3083	2892	2342	3482	2501	2243	2322	2868	2093	3500	2460	2336	2613	3103	2067	2592	2219	1968	1938	4448	3238	2616	2644	2750	2075	2348	2607	2085	2576	2319	2386	2834	2629	2613	1958	1933	2951	2981	2506	2355	2213	2729	2637	2377	2894	2905	3079	2902	2711	2366	3600	2513	3286	1978	2464	2082	2193	2841	3773	2315	2451	3423	4181	1972	2733	4370	2238	2323	1951	3411	3953	3895	4058	4245	2335	4051	1984	2832	2327	3475	3105	2612	2090	5737	2751	2776	2472	4127	2242	2712	3288	3625	3628	2887	3210	2206	2833	1851	2699	3141	4538	2874	2106	2877	2744	3303	2877	4553	2622	4197	2647	3130	2317	2894	2360	2747	2868	2620	2747	2227	2889	2249	2184	2843	2340	3017	2089	2776	2773	2067	2502	3143	1983	3028	3209	3503	2062	2105	2378	2443	3299	2570	2819	3164	3295	2212	2604	2705	1979	3278	2188	3636	2359	2584	2226	3477	2601	3251	2315	3926	1838	2704	2341	2752	2991	2617	2082	3212	2564	2776	2857	2693	2694	2746	2595	4763	6402	3492	3766	4014	2073	3303	1946	4031	4065	2742	3471	6427	4937	3215	1975	2632	2870	3628	2608	2600	3563	3974	2233	2854	3602	3663	2208	2075	3543	3300	2336	2076	3505	3124
3296	3159	2493	2350	2910	2460	3421	3297	2196	2446	2579	2611	2624	2369	2338	2439	2970	2233	3103	1958	1933	2078	2851	2349	2466	2888	2585	2976	2638	3392	2067	2960	2849	2492	2571	2374	2085	2605	2447	2611	1824	3079	3121	2488	2495	2250	3029	2491	2319	2334	2488	2502	2634	1964	2341	2838	2728	2231	2988	3086	2588	2110	2218	2326	3988	3274	2985	2605	2591	2577	2713	2445	2738	3110	2084	3262	3205	3078	2579	2583	3561	2875	2372	2504	1850	3301	2102	2970	2187	2777	3095	2970	3104	3506	2564	2251	2716	3085	2207	3651	2778	2515	2892	3201	2184	2643	3089	2317	2692	5097	3733	2634	2773	3507	2191	3728	2880	2324	2703	2993	2446	2852	3005	2757	2106	2322	2969	3168	2622	2693	3404	2759	2718	2515	3227	2948	3271	3043	2826	2443	3624	2629	3484	2239	2564	3426	2638	3467	3879	2333	2503	3427	4683	3607	3208	6042	4867	2646	2070	4145	3973	3973	4097	4970	3300	4707	2977	2990	2459	3898	3604	2638	2449	5744	3241	3022	2580	4138	2324	3681	4577	3899	3766	3480	3460	2467	3434	2480	3799	4403	4658	3686	3212	2896	2845	3486	3694	4948	2962	4205	3509	3144	2441	3416	2381	2856	3142	2731	2981	2247	3472	2646	2355	3387	2452	3113	2503	3564	3110	2194	2823	3206	2097	3204	3341	3693	2225	2744	2383	3140	3541	3333	2883	3223	3414	2825	2886	3025	2093	3978	2745	3870	3265	3621	2886	3685	2620	3603	2470	4745	2567	3726	3217	2756	3083	3670	3122	3241	3560	3336	4318	3864	3235	2779	5127	4839	8587	3873	4286	4549	2368	3491	2219	4117	4256	4121	4156	6724	5607	3262	2700	3396	3649	4455	3361	4040	3992	3988	2572	4020	3606	4009	2317	2344	3716	3348	3034	2373	4620	4552
4535	3664	3008	2501	3077	2515	3594	3725	2948	2481	3295	2700	2848	2565	2365	2890	3082	2574	3242	1962	2215	2101	3028	2644	2772	2963	2904	3035	2714	3904	2459	3163	2911	2710	2628	2737	2836	2837	2760	2716	2189	3386	3154	2505	2735	2457	3212	2496	2973	2448	2586	2616	2831	2069	2453	2971	3090	2315	3154	3627	2737	2603	2637	2575	4025	3527	3037	3147	3101	2864	3110	3035	3688	4032	2511	3298	3330	3533	3041	3045	3645	2957	2908	4055	1938	3715	2241	3045	2381	3013	3255	3133	3177	3722	3079	2319	2726	3276	2242	4256	3098	2607	2965	3513	2751	3394	3241	2838	3170	5697	3843	2910	3161	3622	2220	4589	2971	3091	2898	3165	2448	2890	3132	2827	2575	2629	2995	3798	2713	3077	3544	2838	3472	4127	3428	3043	3418	3163	2952	2605	3659	3132	3685	2766	3803	3888	3254	3773	3920	2625	2974	3480	4892	3800	3267	6354	6033	2951	2367	4202	3985	5012	4447	5094	3586	4951	4578	5167	2627	4259	3639	3261	2828	5838	3436	4266	2755	4455	2912	4932	4902	3994	4291	4006	3591	3386	3723	2732	4465	4815	4846	3903	3664	3109	4082	3630	5058	6034	3018	5191	5135	3732	2598	3784	3549	2946	3159	2877	3136	3240	4320	2648	3175	3989	2578	3458	3038	4426	3998	2217	4316	3329	3352	3225	3361	3934	2447	2878	2453	3624	3878	3585	3098	3547	4948	3528	3131	3587	2335	4446	3778	4562	3332	3806	3083	3898	2977	4323	2732	4747	2710	4066	3374	3678	4003	3732	3503	3405	3602	4027	4737	4075	3415	3173	5171	4847	9814	4200	4556	4679	2506	3526	2826	4197	4274	5176	4185	7442	6243	3530	3411	3549	3928	4781	4491	4199	4156	4184	3104	4194	3898	6251	5236	2885	4523	3496	3499	2866	4749	5676
5027	3992	3098	2854	4126	2740	3717	3747	3375	2761	3463	2727	2894	2572	2983	3019	3139	2598	3267	2115	2216	2440	3230	2825	2876	2967	3097	3156	2717	4148	2731	3237	2982	2720	2705	2759	2897	3561	3206	2832	2451	3419	3554	2870	3167	2510	3398	2510	3017	2494	2760	2853	2914	2084	2505	3399	3262	2320	3228	3743	2989	2699	2699	2619	4331	3597	3482	3293	3354	2966	3127	3083	3889	4074	2612	4185	3479	3618	3228	3078	3851	2997	3040	4301	1955	3716	2483	3144	3000	3112	3283	3485	3435	3868	3432	2761	3119	3610	2737	5166	3110	2767	3045	4311	3329	4170	3405	3408	3404	5943	3969	3603	3361	4182	2252	4957	3161	3385	3502	3623	2503	3014	3251	2829	3628	2968	3475	4184	2904	3086	3561	3004	3593	4291	3437	3225	3497	3389	3108	2773	3684	3223	4080	2856	3935	3937	3305	3973	4099	2765	3347	4062	5021	4056	3531	6551	6084	4265	2767	4799	4072	5837	4656	6541	3734	5647	4946	5355	5111	4513	4921	3752	3508	6103	3933	4426	3459	4974	3390	5046	5338	5305	5565	4250	3610	3737	3852	3752	5642	6023	5188	4387	3795	3482	4107	3775	5568	6884	3292	5228	5162	5202	3136	4098	4081	3100	4320	3343	3148	3269	4354	2954	3603	4121	2706	3555	3606	4943	4078	2495	4455	3396	3792	3299	3637	3946	2581	3379	3134	4556	3888	3640	4443	3773	5173	4109	3810	3914	2730	5052	3942	4918	3485	4124	3176	3978	3028	4726	3356	5058	3719	5096	3788	4127	4539	4595	4033	3884	3641	6359	5006	4308	3751	5347	5612	5448	9839	5360	4596	4745	2623	3722	4072	4290	4365	6239	4428	8071	6826	3751	5075	3651	4254	4815	5224	5259	4539	4570	3500	5028	4067	6262	5346	3490	5144	3938	4337	3507	5182	6034
5973	4183	3163	3176	4206	2871	3779	3791	3996	3036	3942	2770	3093	3762	2999	3123	3513	2627	3365	2495	2585	2583	3424	2953	2892	3103	3306	3207	3673	4466	2830	3501	3016	2862	3371	2910	3241	3903	3501	3154	3024	3464	3987	3004	3535	3015	3600	2518	3676	2638	2840	2911	2997	2118	2574	3424	3269	2351	3263	4102	3107	3252	3543	2722	4579	3676	3880	3457	3857	3117	3329	3303	4045	4566	2724	4257	3678	3663	3304	3119	4070	3031	3670	4357	2341	3859	2635	3355	3076	3151	3389	3557	3690	4039	3634	2990	3617	3765	2740	5575	3172	2895	3219	4335	3515	4335	3905	4354	3646	6197	5633	3669	3488	4275	2455	5093	3266	3392	3521	4203	2764	3020	3610	2984	3632	3016	3485	4411	3561	3395	4166	3287	3768	4328	3461	3262	3510	3718	3560	3005	3781	3772	4160	3101	4805	4574	3348	4015	4204	3401	4394	4437	5207	4353	3790	6619	6843	5473	3096	5672	4774	5994	4795	6750	4457	6106	5064	5384	5618	4722	5706	4457	4074	6811	3951	5829	4234	5061	3996	5294	5700	5326	5838	4256	3744	3755	4983	4048	6100	6047	6578	4568	3977	3999	4635	4467	5773	6970	3305	5291	5344	6008	3228	4105	4170	3303	4935	3431	3502	3342	4369	3093	3822	4670	2881	3850	3661	5004	4170	2511	4901	3524	3844	3358	3647	4192	2593	3472	3602	4816	4513	3753	4461	3813	5369	4533	3914	3973	2828	5515	4418	5721	3769	4798	3245	4060	3146	4842	3766	5319	5102	5292	3822	4367	5182	5387	5259	5129	4760	6519	5336	4654	4130	5414	5614	6141	10431	5647	4759	5340	2628	3931	4589	4309	4596	7212	4896	8400	7422	3887	5804	4309	4428	4944	5294	5478	5340	4670	3931	5224	4231	7498	6461	4553	5756	4689	4679	4484	5725	7437
6073	5113	3421	3739	4537	3414	3949	3920	4247	3079	3981	3008	3511	3773	3044	3234	3556	2764	3634	2724	2624	2624	3923	3159	3107	3122	3375	3259	3822	4701	2981	3617	3108	2872	3498	3022	3528	4065	3980	3335	3266	3558	4064	3395	3683	3209	3683	2779	3726	2642	3432	2975	3210	2865	2961	3513	3544	2449	3384	4210	3394	3423	3801	2861	4599	3757	3915	3749	3909	3242	3602	3469	4359	4629	2849	4433	3790	3739	3494	3283	4128	3287	3873	4550	2504	3978	2834	3377	3088	3275	4359	3558	3695	4181	3753	3002	3947	3785	2980	5599	3300	3149	3499	4536	3685	4372	4815	4773	4276	6453	6264	3747	3495	4301	2723	5166	3337	3507	3666	4356	3203	3045	3657	3259	3669	3226	3527	4470	3732	4241	4370	3335	4526	4419	3842	3461	3822	3778	3883	3465	4155	4337	4492	3363	5235	4925	3812	4209	4264	3713	4629	4470	5800	4524	4722	6966	6894	5949	3354	6633	5363	6882	5691	7400	5010	6188	5066	5453	6215	4871	6806	4537	4551	6872	4783	6527	4390	5216	3998	5868	5922	5642	6251	5043	4239	4425	5031	4582	6145	6062	6725	4625	4482	4372	5059	4643	6324	6988	3767	5435	5586	6084	3436	4529	4302	3731	4978	3647	3978	3542	4583	3924	4051	4725	3136	3975	3797	5439	4250	2988	5741	3562	3950	3634	3738	4418	3426	3516	3619	5045	4673	4114	4583	3858	5515	4832	4799	4567	3074	5929	4425	5784	4129	4919	3370	4492	3173	5040	4776	5869	5149	5705	4249	5032	5273	5409	5288	5647	4851	7006	5732	4931	4288	6167	6671	6804	10587	5969	5913	5649	2693	4741	6004	4865	5493	7894	4968	8645	8027	5124	5875	4651	4506	5935	5512	5809	5406	5639	4159	5445	4368	7605	6792	4588	6173	4793	4694	4521	6056	8181
7210	6170	3531	3794	4743	3842	3972	3931	4295	3346	4364	3019	3764	3782	3373	3551	3811	2858	3846	2750	2862	2835	3926	3213	3264	3174	3385	3374	3985	5282	3171	3646	3137	2900	3543	3039	3729	4165	4062	3357	3268	3590	4104	3512	4168	3231	3752	2858	3755	3132	3486	3254	3594	3350	3370	3734	3718	2471	3551	4937	3637	3811	3809	2966	4687	4062	4105	3770	4003	3969	3688	4100	4503	4651	2890	4727	3858	3994	3695	3937	4189	3289	3875	4673	2637	4413	2885	3419	3126	3652	4497	3624	3745	4520	3991	3278	4267	4009	3024	5748	3495	3358	3548	4985	3776	4538	4898	5070	4362	6525	6948	4070	4255	4491	3389	5269	3536	3946	3749	4386	3374	3120	3763	4364	3886	3430	3585	4502	3951	4514	4675	3546	4540	4579	4395	3471	3841	3814	4354	4313	4159	4747	4702	4147	5605	5387	4576	4263	4284	4062	4686	5911	6573	5269	4825	7011	7242	7584	3565	6834	5992	6969	6107	7539	6003	6622	5184	6248	6588	5262	6856	4613	4577	7316	5294	6543	5019	5687	4075	6207	6145	6314	6255	5093	4277	4566	5230	4634	6714	6305	6741	5090	4525	5053	5061	5104	6329	7289	4574	6768	5700	6360	3767	4633	4504	3847	5181	4708	4138	3631	4803	4110	4158	4886	3382	4147	4617	5876	4383	3882	5905	3644	4314	4098	4591	4517	3431	3750	3682	5151	5240	4299	5207	4259	5688	5801	4842	4766	3543	6085	4661	6889	5473	5243	4891	4678	3280	5074	5064	6177	5237	6991	4284	7713	5315	5676	5431	7161	5422	7312	5827	5220	5039	7336	8802	6955	11053	6232	6290	5689	3493	5135	6564	5416	5715	8068	5703	8841	8072	5453	6088	4916	6716	5958	5739	5830	5698	5803	4521	6434	4502	7842	7119	4812	6579	5114	5369	4642	6477	8508
7550	6244	3630	3890	4801	4887	4147	4421	4501	3608	4500	3114	3842	3783	3911	3597	3995	2963	4200	3008	3089	3115	3976	3253	3330	3360	3389	3528	4001	5461	3430	3681	3215	2954	3693	3221	4001	4207	4208	3748	3302	3938	4207	3643	4192	3246	3841	2871	3779	3213	3635	3737	3596	3353	3604	3799	4504	2892	3743	5093	4046	3922	3908	3466	4780	4498	4363	3803	4051	4178	3910	4116	4778	4702	3139	4998	4069	3995	3853	4005	4531	3539	3914	4921	2650	4582	3170	3496	3159	3994	4498	3687	3857	4701	4176	3329	4452	4122	3125	5785	3785	3477	3664	5311	3806	5049	5153	5176	4523	6530	7141	4283	4514	4723	4022	5880	3557	4237	4301	4586	3563	3517	4520	4616	4051	3436	3937	4618	4628	4626	5262	4169	4823	4779	4563	3781	4209	3841	4439	4371	4535	5191	5134	5323	5716	5548	4657	4652	4457	4279	5037	5912	6667	5282	5845	8073	7542	7973	3996	7005	6222	7118	6202	8106	7314	6837	6030	6425	6755	5565	6948	5815	4682	7573	5863	7012	5179	5854	4249	6443	7022	6811	7034	5444	4290	5093	5498	4846	6748	6682	7246	5655	5366	5518	5587	5226	6704	9842	4713	7550	6091	6492	4154	4760	4578	4283	5396	4760	4262	3789	5424	4457	4297	4995	3799	4462	4843	5915	4439	3931	6137	3736	4504	4280	4629	4615	3667	3817	3780	5520	5265	4558	5313	4714	6220	5810	4983	4788	3553	6825	4887	7125	5626	7034	5063	5225	3902	5540	5217	6815	6147	7245	4431	8466	5480	6207	7100	7484	6788	7376	6339	7041	5103	8285	9278	6961	11062	6316	8408	7756	3861	5464	7387	5467	6758	8380	6140	9843	10739	5472	6168	5189	7136	6565	6709	5866	6132	6190	4944	6463	5472	8311	7381	5011	6788	5909	6081	6232	6613	8630
7674	6286	3668	3989	5265	5694	4259	4775	4566	3739	4700	3266	4078	3860	4293	3731	4446	3034	4204	3045	3110	3508	3985	3375	3353	3432	3411	3790	4151	5543	3467	3843	3250	3132	3725	3225	4200	4358	4356	4564	3483	3983	4391	3796	4261	3662	4021	2895	3819	3330	3886	3751	4318	3423	3694	4171	4528	2898	4199	5132	4806	3982	4180	3540	5005	4761	4780	3872	4068	4266	3992	4322	4893	4846	3262	5404	4076	4059	3862	4071	4702	3553	4210	4928	2778	4754	3205	3511	3201	4080	5196	3725	3941	4722	4375	3477	5100	4513	3217	5804	3821	3559	4017	5350	3976	5211	5324	5267	4705	6886	7928	4410	4762	4968	4948	6689	3599	4416	4313	4661	3753	3540	4524	4912	4389	3522	3982	4952	5324	4719	5318	4244	5067	4978	4698	3784	4238	3929	4539	4968	4593	5315	5193	5914	6155	5582	4751	4814	4699	4353	5157	7367	6799	5415	5945	8574	7671	7980	4135	7071	6248	7461	6424	8291	7584	6907	6154	6780	7208	5732	7702	7139	6477	7706	5865	7180	5486	6852	4384	6446	7329	6875	7046	5673	4381	5826	5961	5281	6820	6760	7646	6086	5720	6047	5978	5325	6923	10241	4873	8233	6098	6567	4321	5211	5573	4610	5486	5013	4337	4275	5471	4484	4331	5008	4451	4534	5357	6648	5016	4690	6422	4168	5304	4413	4903	4741	3713	3988	4359	5684	5354	4765	5399	6158	6558	5842	5170	4855	3690	8217	5341	7624	5707	7602	5276	5291	3945	5584	5902	7375	6740	7925	5182	9511	6820	6823	7362	7816	7118	7550	6866	7160	5193	8816	9280	7531	11220	6336	9011	8553	3886	5490	7769	6358	6825	8512	6176	10046	11237	5535	6186	5292	8411	6882	6936	6730	6169	6223	5131	7586	5616	8566	7461	6297	7654	5924	6777	6244	6717	9089
