Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
1689	2566	2235	1685	2620	2249	2103	1808	2095	2603	2327	1808	1966	2493	2228	1940	2569	2574	1707	1701	1692	2318	1965	1853	3010	2192	2211	2199	1688	2097	2453	1940	2347	1933	1822	2893	2215	1707	1697	2646	2576	2219	2463	2707	1980	2740	2098	1710	1700	2342	2244	1819	1702	2759	1817	2565	1972	1686	1835	1957	1847	2120	2696	2712	2085	2363	1843	1699	1958	2500	2198	2060	1710	2060	1704	2476	1948	1824	1816	2375	1811	2060	2203	1941	1693	1956	1696	1853	2588	1938	1835	1959	1830	1939	1961	1934	1938	2086	2349	1937	2714	2086	1844	3517	2758	2633	1844	2898	2475	2438	3691	1961	1842	3045	3074	2326	2068	1950	1954	1713	2764	2114	1707	2218	3542	2111	3256	3488	2574	1698	1687	2349	2084	1945	4354	2117	3299	2570	2959	1975	1937	2248	2242	2721	3018	3121	1941	1711	1837	2104	2485	2084	2770	2076	2252	2716	2096	3275	1853	1820	3020	2113	3105	2103	3337	2114	2887	1825	2216	2744	1953	1711	2886	3563	2756	4817	2498	3566	1944	3233	3529	2330	3538	3616	3097	2185	3252	2251	2233	2606	3136	2327	2889	2995	1840	2378	2108	2345	3013	2228	2252	1845	4668	1850	2382	1700	1979	3033	1961	2627	2496	1942	2316	2244	2240	2110	1821	1953	1987	1830	1692	1688	1968	1688	1944	1704	2461	2444	2644	2241	1852	1825	2900	1942	2199	2336	2635	1700	1816	1949	1839	2745	1957	2069	1705	1713	2340	2960	1841	1939	1699	3093	2107	2595	1983	2088	2237	2064	3414	2772	2592	2352	3076	1697	2596	2096	3031	1849	2075	1694	2871	2084	2439	1848	1940	2101	2245	2323	2343	1693	1935	2207	1822	1706	2097	2246	1838	2242	1829	2236	2235	1816	2479	2840	2456	2461	2781	2225	2253	2329
2081	2765	3276	2709	3484	2640	2601	2074	2697	2622	2352	2224	2579	2957	2314	3523	2578	2633	2335	2110	3358	3307	2357	2203	3029	2768	2365	2975	2071	3039	2568	1946	2456	2568	1949	3079	2319	2463	2511	2700	2823	2371	3045	2723	2205	2766	2717	2517	2082	2991	2475	2338	1959	3015	2110	2831	2061	1942	2111	2066	2584	2724	2823	2912	2192	2574	2598	2591	2568	2898	2959	2478	2110	2330	2369	2850	1957	3349	1936	2758	1851	2082	3376	2373	2240	2070	2609	2444	3683	2194	2238	1962	2310	2778	2312	1950	3083	2326	2485	1959	3129	2209	1845	3978	2892	2755	1970	3157	2758	2856	3919	2194	3091	3393	3460	2451	2234	2343	2219	1960	2902	2636	2344	2323	3550	2625	3302	4550	2713	2325	2195	3466	2827	2457	4368	4068	3622	3122	2988	3800	2616	2509	2630	2741	4270	3269	2058	2573	2849	2593	2883	2840	3426	3344	2359	3769	3422	4849	2110	2190	3276	2342	3113	2573	3609	2517	5324	2232	2710	2956	3541	2082	3667	4949	3406	4968	2583	4077	1948	3257	4196	2692	3678	5038	3385	2443	3407	2842	2962	2628	3142	4236	4443	4122	1851	2883	2368	2614	3509	2714	2888	1939	4910	2228	4049	2362	2506	3609	2330	2718	3016	2371	3092	2352	2356	2216	2702	2089	2616	1950	2332	2377	2462	2459	2508	3283	2481	2989	2779	2482	2091	1934	3035	2058	2365	3531	3231	2992	4401	3203	2222	3258	2235	2077	2253	2228	2597	2968	2440	2617	2214	3161	2635	2620	2362	2321	2735	2346	3730	2971	3000	2841	3112	2114	2882	2310	3247	2971	2512	1853	4010	2091	3082	2898	2209	2233	3223	2460	2499	2107	1944	2597	2584	2457	3073	2477	1843	2576	1851	2359	2327	2885	3086	3043	2515	3349	2980	2444	2871	2448
2328	2853	3589	3142	3524	2825	3481	2099	2771	3372	2601	2642	3249	3084	2857	4062	3029	2977	3222	2219	3365	3489	2504	2340	3039	3158	2481	3094	2370	3402	2601	2366	2873	2755	2483	3151	3074	2491	2647	2780	3265	2578	3528	2725	2707	2903	2862	2837	2112	3007	3401	2378	2492	3103	2240	3025	2115	1958	2474	3361	2892	3401	2857	3372	2708	2963	3040	2742	3381	2909	3721	2569	2501	2500	2586	2872	2249	3373	2090	3139	2079	2211	3464	3217	2460	2833	3340	2836	3744	3027	2741	2351	2638	2879	2348	2613	4489	3395	2691	3129	3291	2483	2499	5167	3100	2995	2829	3259	3205	3011	4212	2381	3272	3506	3686	3520	2360	2613	2949	2770	3218	2770	2768	3489	3638	2713	3332	6157	2978	2360	3335	3622	2978	2593	4504	4261	4544	3222	3237	3949	2852	2766	2967	4665	4339	3428	2348	2590	2909	3820	3206	2886	3468	3484	4797	4133	3534	5204	3399	2846	3609	2343	3383	2974	4231	4591	5687	2879	3165	3687	3990	2206	4066	6644	4066	5634	2914	4257	2353	3268	4994	3215	3760	5512	3916	2507	3847	3602	4191	2868	3618	5443	5424	4358	1944	3305	2714	3945	4002	4212	3381	2201	5054	2487	4054	2903	3224	3865	2580	2871	3239	2462	3132	3153	2958	2631	3615	2335	2627	1956	2512	2581	2851	2975	3018	3981	2614	3151	3726	2644	2963	3012	3471	2459	2725	5011	4001	3267	4419	3420	2606	3695	2606	2118	3383	2508	2865	3159	2622	3129	2632	3241	3140	2876	2384	2437	2988	2441	3764	3386	3493	3761	3426	2851	3297	2863	3870	3176	3730	2185	4628	2515	3097	3557	2452	3432	3227	3256	2639	2348	1959	2881	2765	3718	3294	2508	2497	3005	2334	2588	2348	3011	3209	3371	2899	3416	3004	2446	3361	3106
2481	3173	3638	3546	3548	2994	3493	2514	2856	3560	2615	2858	3505	3113	3033	4697	3523	3435	3695	2252	3722	4075	2701	2598	3613	3249	2692	3098	2475	3760	2874	2467	2910	3079	2606	3938	3477	2650	2648	3682	3744	2764	3650	3119	3251	2950	3104	4768	2215	3171	4050	2621	2627	3252	2765	3135	2246	1960	2860	3664	3423	3674	3012	3490	3431	2966	3767	2892	3461	2910	3746	3117	2604	2573	2603	2905	4157	3675	2111	3221	2184	2600	3894	3353	2859	3130	3655	3851	3885	3082	2864	3602	2759	3365	2743	3160	4537	3471	2843	3411	4075	3132	2613	5339	3112	3269	2893	3559	3245	4100	4246	2871	3281	4143	3796	3590	3427	2849	2976	3251	4050	3136	2993	3713	5079	2858	3983	6160	3153	2513	4550	3748	3345	6531	4767	4554	4803	3531	3848	3996	3231	3360	3902	4784	4415	3673	3818	3345	4074	3949	3241	3848	3586	3935	6240	5091	3623	6442	3554	3147	4303	2480	3398	3301	4898	5288	5976	2896	4280	4902	7613	2577	4561	6863	5342	8474	3209	4975	3645	3534	5942	3538	4391	6242	3934	3231	4426	4032	4781	4039	3623	7006	5443	4689	2207	3403	2730	5394	4255	4632	3880	2744	5745	2629	4942	3116	3614	4111	2845	3126	3396	3132	3160	3362	3011	2896	3937	2492	2776	1972	2584	3256	2869	3039	3100	3984	3278	3245	3876	3290	3424	3209	3479	3246	2726	5070	4133	3783	6100	3929	2982	3942	3125	2710	3776	2567	2901	3247	2850	3164	2736	3669	3358	3299	2948	2631	3043	3506	3782	3908	3775	4023	3565	2867	3622	2946	4147	3262	3867	2646	4740	3017	3250	3625	2459	3435	4414	3269	2824	2509	2190	3399	3372	3994	3379	2605	2598	3131	2340	2597	2952	3538	3882	3408	2904	3463	3913	2638	3625	3266
2863	3651	4186	3673	3939	3266	3752	2595	3081	3641	2717	2974	3560	3156	3249	4813	3735	3515	3746	2346	3802	4152	2773	2755	4146	3371	2852	3554	2621	3761	3400	2630	3041	3465	2641	4633	3526	2714	3276	4057	4252	3236	4000	3639	3671	3081	3674	5165	2344	3268	4125	3742	2781	4015	2949	3160	3091	2234	2963	3735	3629	4043	3413	3561	3789	3125	3922	3210	3599	3242	4145	3122	2974	2607	2712	3033	4596	4383	2469	3416	2187	2999	3975	3360	3027	3355	3722	4264	3996	3390	3363	3756	2892	3398	2770	3770	4682	3671	3115	3522	4307	3368	2637	5415	3205	3297	3249	3690	3741	4561	4513	3209	3550	4380	3900	4028	3630	2852	4151	3470	4613	3981	3628	3719	5827	3718	4641	6593	3786	4385	5363	4466	4784	7271	4979	4684	5814	3564	4740	4052	3487	3508	3989	6755	4808	3779	3901	4336	4515	4147	3373	4226	4179	5218	6518	5140	3645	6499	3655	3812	4846	3285	3905	3355	5291	5293	7714	7165	4535	5392	8858	2835	5078	8993	5384	10868	3213	5025	4802	4188	6227	4252	5141	6314	4162	5161	5981	4441	5207	4637	4650	7976	5466	5433	3997	3409	4741	5870	4907	4637	4328	2765	5898	3141	5661	3503	3796	4308	2902	3208	3800	3802	3166	3475	3137	3021	4036	2613	3100	2738	3367	3269	3075	3094	3166	4108	4228	3282	3993	4074	3425	3654	4799	3670	3807	7158	4558	3999	6411	4408	3390	4268	3689	3292	3979	3477	3533	3424	2969	3546	3360	3861	3541	3485	3263	2641	3496	3667	4110	4254	3789	4628	3757	3093	3798	3530	4648	3272	3902	3377	4936	3470	3529	3848	2574	3587	4488	3536	3532	2962	2708	3512	4925	4180	3974	2883	2975	3366	2755	3412	2982	3792	4580	3458	3359	4017	4276	3142	3891	3875
2947	3738	4228	3876	4308	3635	4320	2869	3511	3726	2777	3521	3875	3333	3676	5107	4030	3661	3788	2865	4291	4315	4030	2906	4160	3660	3252	3748	3024	3847	3590	2711	3606	3653	2870	4650	3668	2767	4069	4771	4517	3429	4117	4256	4288	3143	3878	5172	2966	4067	4644	4253	3224	4290	3075	3352	3134	2320	3109	3867	3679	4286	3785	3634	3818	3263	4009	3281	4340	3269	4157	3210	3307	2725	3166	3093	4746	4610	2868	4246	2333	3237	4361	3556	3114	3744	3750	4816	4002	3665	3545	3817	3140	3636	2839	4261	5082	3725	3392	3549	4514	3520	3170	5791	3212	3410	3511	3729	4422	4817	4947	4306	3879	4574	4122	4756	4148	2859	4199	3853	4955	4468	4209	5112	6516	4718	4926	6916	4683	5735	6368	4741	4847	7318	5436	4694	7958	4035	5089	4577	3557	3864	4542	7013	4817	4322	4466	4507	4870	4672	3427	4659	4284	5221	6582	5429	5242	6544	3658	4316	5528	3665	4318	3911	6078	5358	8184	10218	5195	5565	9112	3479	5594	11115	5615	11015	3504	5952	6018	5177	7639	5077	5550	8034	4456	6226	6541	4502	6116	5945	4762	8533	6025	5809	4394	3545	5511	5957	5152	5684	4614	2958	6192	3762	5993	3690	4142	4493	3101	3765	4319	4069	3746	4161	3599	4136	4256	2829	4042	2835	3877	3279	3211	3168	4621	4324	4403	3383	4081	4117	4052	5156	4968	3889	4035	7641	5207	4006	6551	4655	4015	5731	3823	3791	4504	3546	3680	3436	4722	4284	3641	4642	3630	3820	3607	2726	3516	3747	4188	4802	4444	4785	3934	3483	4015	4295	4826	3973	4111	3774	5136	3909	3684	4147	2633	4118	4648	3542	3743	3085	2742	3620	4936	4510	4337	3219	3589	3673	3125	3521	3031	4098	5114	3512	3687	4325	4782	3552	4150	3885
3024	4328	5291	4053	4681	3661	4375	2877	3538	3782	3158	3598	5175	3343	3772	5155	4275	3733	4058	2979	4502	4536	5003	2950	4382	5069	3423	4138	4439	4106	3672	2731	4323	3808	3206	4701	3762	2855	4150	5192	4932	3476	4244	4370	4609	3388	3888	5178	3002	4520	4775	4515	3765	4762	3918	3607	3501	2350	3367	4614	3845	4314	3873	3792	4098	3338	4288	3386	4353	3333	4173	3256	3426	2835	3170	3902	4916	4744	3156	4488	2972	3462	4398	3598	3307	4147	3809	5094	4113	4565	3654	3936	3208	3754	2870	4524	5200	3906	3538	4076	4704	4149	3281	6363	3262	3686	3863	3730	4622	4970	4976	4358	4322	5440	4454	4769	4236	3565	4200	5844	4994	4686	5218	5274	6581	5128	4967	6992	4830	6020	6573	5539	5843	8048	5713	4746	8050	4208	5648	4818	3650	3893	5330	7168	4884	5092	4756	4835	5506	5036	3625	5075	4540	5768	8886	5526	5482	7211	4272	4485	5641	4521	4657	5571	6331	6038	9365	11767	6170	6231	10661	6542	7097	11828	6677	11416	3537	7007	6275	5733	8034	5416	5944	9204	5285	7019	7229	5450	6215	6941	4967	9085	6819	6562	4805	5885	6705	6891	6112	5772	5051	3093	6381	4107	6689	3899	4242	4545	3357	3846	4428	4423	4432	4290	4157	4318	4678	2876	4580	3953	4148	3348	3214	3824	4671	4381	5267	3532	5180	4405	4547	6322	4975	4176	4464	7989	5213	4035	7419	4751	5406	8850	4335	4514	4630	3796	3889	4176	5127	4485	4011	5615	3721	3997	3639	3479	3535	4373	4458	5288	4680	4828	4366	3549	4282	4490	5074	4626	5434	4068	5445	4327	3737	4301	2777	4586	4885	3824	4453	3207	2760	3636	5158	4519	4397	3587	4005	3776	3430	3717	3350	4427	5271	3552	3870	4431	5165	4301	4260	4249
3811	4387	5623	4747	4814	3713	4453	2950	3678	4041	3216	3854	5647	3670	3847	5171	4288	4272	4280	3505	4891	4545	5238	3027	4402	5369	3521	4525	5068	4484	4201	2748	4334	3855	3330	4713	4254	2905	4179	5471	4966	3694	4439	4468	5066	3540	4386	5187	3276	5203	4813	4633	3870	4805	3981	3939	3524	2437	3393	4655	4288	4609	3973	3941	4388	3994	4394	3918	4705	3550	4465	3514	3757	2865	3415	4032	5322	4805	3241	5486	3042	3611	4549	3764	3494	4237	4234	5333	4470	4799	3822	4048	3384	3810	4427	4525	5862	5027	3781	4277	5226	4421	3435	6382	3844	4131	4431	4014	4782	5010	6124	4402	4324	6047	4706	4841	4778	3614	4208	6353	6220	5425	5276	5441	7122	6386	5217	7010	5465	6336	7142	6024	6405	9629	5718	4748	8363	4555	5892	4898	3934	4928	5550	7207	5012	5449	4993	5000	5535	5267	4046	5703	4673	7640	9200	6568	7724	7480	4788	4586	5944	4664	5296	5831	6903	6081	12114	12644	7746	6949	11468	6939	9289	12473	7053	11505	5071	7217	7080	6828	8536	6281	6284	9500	5959	7128	7769	5835	6409	7100	5368	9420	6824	6578	5104	6896	8136	7395	6190	6562	5650	4306	6693	4541	6845	4114	4270	4695	3535	3905	4437	4747	4507	4340	4245	4632	4941	3852	4747	4262	4202	3526	3407	4003	5512	4755	5284	4428	5265	4468	4552	6327	5321	4940	7042	8227	5436	4140	8399	4944	5593	9785	4793	4816	4772	3902	5228	4243	5579	4815	4486	5982	4006	4004	3761	3585	3672	4401	4591	5402	4720	5040	4687	3717	4293	5090	5188	4813	5846	4274	5663	4499	3776	5418	2892	5426	4954	4717	4856	3639	3131	4165	5605	5067	4802	4331	4564	3811	3588	3754	3457	4610	5277	3859	4076	4704	5489	4422	4885	4277
4385	4406	5751	4898	4933	3782	4598	3102	3715	4192	3732	4043	5844	4196	4135	6279	4408	4331	4285	3678	4939	4691	5406	3302	4742	5779	3628	4539	5656	4491	4594	3175	4383	3887	3626	4947	4923	3108	4572	5475	4985	3934	5300	4647	5109	4019	4745	5226	3494	5234	5029	4647	4006	5507	4323	4144	3892	2471	3736	4999	4530	4821	4139	4023	4441	4193	4505	4185	4957	3552	4678	3730	3803	2996	3642	4042	5867	5639	3374	5831	3167	4545	4668	4205	3687	4553	4317	6188	4781	4835	4029	5609	3602	3913	5159	4635	5967	5356	3881	4336	5559	4916	3657	6426	4188	4226	4570	4338	5002	5178	6471	4827	4392	6156	4791	5461	6638	4257	5404	6478	6322	6876	5559	5667	7225	6627	5542	7163	5655	6587	7252	6064	6442	10017	6310	5577	8971	4558	5978	5140	4006	5384	5872	7439	5986	5539	5529	5126	5795	6595	4743	6069	4697	7966	9910	6694	7803	7604	5158	5054	6780	5403	5495	6673	7080	6109	13348	13376	8480	7917	11984	8639	10776	14493	7225	11999	5417	7961	7884	7359	9100	7237	7261	9680	7673	7515	7774	6347	6433	7155	5420	9689	7979	7057	5377	7834	8817	7692	7294	6611	6259	5839	6951	4836	7227	4126	4457	4970	3900	4135	5050	5099	4917	4578	4403	4937	5007	3981	4832	4279	4380	3674	3616	4651	6049	4777	5345	5851	5435	5522	4617	7072	5952	5034	7433	8484	5460	6011	8894	6621	5855	9892	4921	4880	5522	4312	5266	4322	5639	4877	4789	6417	4234	4565	4465	3879	4526	4647	4803	5413	4741	5549	4741	3899	4394	5196	5622	4842	5919	4930	5824	4613	3781	5426	3074	5685	6679	5267	5393	3640	3724	4281	5882	5069	4961	5019	4719	4034	3797	3761	3650	5580	5436	4201	4269	4783	5752	5109	5133	4358
4569	4436	5897	5264	5033	4190	5132	4191	3743	4244	3798	4397	5883	4276	4692	6393	4689	4385	4563	3862	5253	4759	5495	3377	5012	5922	4145	4599	5823	4671	4649	3296	4979	3907	3627	4950	5313	3292	4574	5643	5173	4177	5383	4682	5134	4565	4948	5299	3530	5359	5572	4658	4264	5622	4650	4337	4176	2971	3971	5013	4546	4870	5090	4030	5223	4489	4571	4203	5210	3926	4973	3790	4002	3104	3739	4259	5998	6119	3624	6277	3329	5310	4681	4369	3726	4559	4417	6522	5009	4984	4673	5818	4039	3953	5677	4923	5972	5407	4032	4795	5736	4947	3891	6954	4294	4511	4793	4502	5014	5644	7317	5039	4785	6338	5166	5507	7634	4531	6513	6631	6705	7272	6472	5941	7520	7201	5581	7199	5968	6752	7654	6669	6988	10108	6670	5711	9690	4664	6069	5587	4366	5582	6091	7479	6830	6118	5838	5599	5800	6769	5026	6607	4743	8311	11121	7423	9072	7962	5251	6383	6869	6041	5598	7662	7157	6739	13736	13453	9070	10161	12308	8728	10941	0	8545	12375	6218	8032	7937	8615	9600	7560	7799	10055	8968	7657	7883	6391	7515	7159	6152	9708	7982	7255	5884	8636	9334	7771	8653	7048	6535	6633	8094	4838	7383	4811	5220	5392	4252	5521	5349	5407	4918	4849	4421	4939	5336	4248	5452	4440	4627	3823	3883	4869	6068	5126	5602	6119	5962	5585	5040	7155	6085	5741	8168	9057	5608	6238	8981	7856	6394	9945	4976	5251	5710	4361	6245	4916	5899	5413	5487	7060	5280	4582	4496	3880	4557	5020	4885	5576	4819	5707	4908	4032	4746	5318	5765	5315	6107	5602	6153	4723	3924	5765	3174	5744	7171	5509	5557	4721	3808	5383	6026	5184	5560	5021	4951	4238	4655	3820	3936	5956	5648	4651	4398	4959	5868	5469	5275	4813
