Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
1709	3405	2847	2363	2752	2461	3171	3252	2071	2218	1708	2739	2975	2720	2207	1843	2566	2485	2062	3341	3001	2574	2851	1690	3463	1942	3023	1967	1945	1816	1811	1977	2497	2756	2204	2728	2340	4061	3372	3355	3252	2073	1939	4796	2859	2236	2246	2994	3108	1710	2885	2184	2441	2638	2383	3269	1963	1829	2882	1831	2947	2216	1964	2316	2576	2576	2097	2359	2633	2572	2361	1818	3077	2360	1710	1712	2742	2969	1711	2330	2639	2484	2341	4000	2352	2344	2475	2221	2639	1700	2643	1837	2240	2078	2748	3557	2873	2111	1940	3044	2233	2605	2503	1840	2592	2373	2322	1950	1941	2386	3005	2062	2091	2212	1987	2371	3001	1699	2109	1937	2069	2338	2078	1810	3538	2872	1711	1706	2085	1693	2752	2353	3234	2707	2711	3209	3487	4268	2193	2471	3690	4134	2903	2089	2565	2626	2063	3143	2586	2337	1951	3249	2899	2882	3487	2743	4423	2503	2241	1852	2759	2770	3376	1705	1693	4724	3022	2378	2735	2471	2446	2385	2212	2648	2723	1941	3135	2073	2625	1980	3013	2362	1808	2218	1809	2495	4057	3172	2193	2103	2475	1701	3337	2578	2582	1962	1935	1689	2515	2250	2066	2209	3284	2760	3425	2098	12079	0	2729	3296	8001	0	2217	1707	5174	1943	3235	2960	2216	2846	2512	2438	3290	2861	1817	1946	2469	2716	2244	2851	1693	2454	2090	2908	1815	3763	3500	2251	1952	1690	1810	2243	1701	2066	1845	2951	3437	2081	2377	2488	2603	2976	2465	2100	3291	2605	1813	1697	2843	2606	4979	2061	2717	2850	3237	2579	2505	2697	3635	1983	4590	2472	3018	2071	2098	2191	2200	2365	2109	2880	2312	2745	1713	4417	1814	3232	2469	2748	2470	4398	4933	2865	2567	2574	4873	1687	2697	1935	5008	3525
1845	4035	3149	2901	3339	4692	3813	6802	2821	2497	2914	4112	3151	3460	2225	2566	3333	2765	2215	4573	3923	2836	3228	2352	4390	2766	3232	1986	3042	2898	3392	3562	2772	3819	3277	2986	3163	4161	4117	3743	4234	3100	2448	5153	3373	2732	2710	3370	3172	1965	3104	3133	3363	4013	3153	3481	2732	2491	3020	2205	4052	2606	3867	2344	2641	3020	2475	2487	3149	3437	2954	1960	3107	2503	2386	1938	3010	3012	4099	2620	2778	3339	3261	4034	3105	2826	3603	3793	3419	2843	3110	1952	2650	2099	3380	3905	3209	2489	2092	3082	3266	3117	3862	2196	2769	3330	2769	2704	2820	2707	3688	2073	2311	3536	2101	2471	3031	1959	2702	4155	2449	2720	2481	2478	4304	2996	2992	2877	2695	2486	3989	2373	3613	3632	3900	3690	3534	4423	2369	2756	3788	4152	2961	2731	2633	4010	2727	4912	3359	4063	1971	5945	3250	4180	3490	2838	4654	2636	3945	2723	3144	3209	3624	3007	2755	5068	3106	2855	2842	2981	3026	3027	2821	3285	3039	2633	5831	3890	3132	2484	3819	2439	1958	3150	2450	3292	4630	3549	2770	3287	2605	2491	3413	3218	2620	2577	2236	2720	3276	3534	2965	2242	3518	3588	4512	3411	0	0	4417	3359	10618	0	2990	2378	5362	4117	4705	3379	2624	5861	2582	3175	3695	4015	1948	2189	3138	2741	2483	3146	2564	3953	2324	3262	2196	4145	4365	2310	3460	2454	2335	2482	2482	2570	3684	2970	3818	2648	2500	2884	3075	3007	3543	2382	3515	3116	1828	1840	2962	2893	5267	2067	2775	2946	4198	3843	3129	3533	4445	4577	5124	3261	4943	2699	2386	2216	2890	2914	3211	3563	3678	3926	2568	5096	4627	4335	2845	5693	4011	4825	5173	5080	3477	4721	9593	2518	3871	3154	6079	3605
1963	4460	3421	4299	4930	4826	4016	6946	3668	4177	3366	4186	3202	3601	2581	5065	3590	3270	4002	5893	4021	2871	4707	2616	4621	3388	4055	2601	3606	3012	3758	3592	3151	4315	5581	3626	3275	5803	4419	4186	5903	3861	7286	5712	4940	3650	2911	3421	3484	2779	3255	3471	3388	4871	4155	3536	4384	3585	3938	2207	4133	3172	4210	3474	3811	4130	2692	5684	3271	3779	3542	3331	3535	2716	2975	2187	4696	3788	4891	2710	2831	4245	3735	4577	3212	3017	4150	4263	4167	3513	3426	2187	2732	2347	5296	3932	3541	3087	2212	3393	3722	4632	4165	2449	2953	3468	3146	3521	2876	2855	3727	2613	2470	3639	2517	2853	3149	2095	3024	4198	2718	2834	2724	3339	5189	3522	3735	3117	2709	3169	4947	2885	3865	3813	4071	4229	3684	4516	2461	3294	4526	4243	3140	3015	3082	4336	3210	5014	3520	4726	2073	6247	4845	4375	4696	2908	5067	4547	4581	3672	3276	3431	5220	3805	2834	5462	4235	2904	3342	3210	4493	3665	4469	3887	3163	2822	6243	4133	4629	2836	4427	2634	2472	3623	3019	3767	5470	3728	3305	4312	4463	2597	3423	5517	2695	4487	3206	4714	3284	3797	3284	3809	3550	4023	5263	4654	0	0	5285	4699	0	0	5536	3718	5636	4532	5789	3628	2997	5932	2583	4804	4324	4727	2628	2516	3271	3749	2620	4081	2617	4206	4022	3685	2494	4405	5393	3021	3644	3536	2646	4250	2755	2773	3995	3362	4562	3014	2691	2895	3380	3040	3654	2858	5136	3175	1845	2741	3695	3228	5547	5310	3244	2995	4891	4293	4465	5380	5074	5023	5674	3909	5098	4586	3985	2649	3466	3432	3295	5547	4996	4181	3021	5287	5527	4461	3753	6849	4288	5956	8805	6079	4762	7605	10450	3016	4341	3819	8470	4784
2311	5566	3425	5593	6737	4954	4073	7084	4575	4638	3479	4548	3635	3992	3170	5158	5664	4661	4309	7020	4661	2885	6002	2694	4726	4689	4467	2859	4466	3811	3953	4209	3491	5436	5597	4406	3294	5950	4675	4390	6972	4050	7310	6355	5125	5072	3890	4230	3643	4678	3504	3974	3676	5873	5455	3927	4872	3900	4897	2769	4835	3219	4507	3546	3905	4135	2884	5863	3432	4467	3872	3393	4065	3080	3016	2572	4853	3973	4997	3085	3470	5175	5130	4939	3624	3285	4365	4994	5125	3849	3480	2253	2959	2359	5379	4438	5695	4300	2633	4142	3766	4855	4229	5328	3017	4022	3536	3980	3276	4634	4643	2889	2567	4147	2602	3098	3330	2611	3433	4921	2778	2966	3034	3540	5334	3884	4313	3470	2718	3380	5069	3879	4078	5619	4148	4638	4711	4538	2512	4290	4578	4619	4049	3397	3379	4660	4306	5096	3725	7298	3349	6374	5131	4621	4944	3936	5609	5342	5172	3900	3405	5371	6057	4711	3616	5550	4459	3460	3550	3513	5803	3800	4684	5270	4142	4312	6281	4166	4827	3246	4634	3234	2842	3669	3236	3872	5768	3975	3624	4532	4763	4599	3890	6408	2861	4654	4210	5561	3779	4027	5771	3939	4456	4532	6380	7923	0	0	5776	8520	0	0	5895	5382	7784	6522	6653	4375	3011	6121	2971	5517	4372	5784	2779	2958	3377	4660	3024	4704	3151	5323	4232	4019	4119	4563	5967	3609	4657	3749	3941	4614	3997	2966	4183	4136	4818	3417	2911	3725	3674	3429	3748	3123	5358	3367	1968	4016	3865	3853	5582	6506	5037	5606	4960	4662	5864	5824	5770	5030	6202	5417	5335	5582	4461	2959	4157	3901	5674	5779	5114	8376	3727	6051	6158	5940	3993	7291	10856	6011	9037	7687	6858	13113	10859	7835	4725	5067	10063	5654
2634	6420	3720	6306	7550	5218	5382	8580	4638	5220	3530	4836	4319	4199	3354	5191	8220	4745	4336	7855	5216	3659	6256	3419	4840	5046	4953	3251	4611	4797	4035	5262	3499	6196	6301	5025	4183	6175	7581	5620	7281	4062	7538	6733	5293	5137	4780	4408	5081	4805	3508	4115	3756	7217	5633	4586	6935	6745	4971	4005	6127	3411	4752	3729	4030	4443	2886	6318	3603	4614	5656	3464	4176	3815	3974	3536	5179	4492	5011	4009	6164	6797	5643	5514	4060	4007	4745	5401	5465	4104	4032	3157	3245	3230	5809	4765	6159	5200	3003	4912	4951	5187	4657	5905	3083	4114	3873	4044	3341	5019	4824	3092	3471	4193	2619	3371	3351	2993	3928	5068	2837	3730	3332	3864	5763	4190	5053	3603	2754	3547	6627	4107	4776	6150	4435	5268	4760	5107	2582	4673	4851	5015	4365	3462	4075	5140	4331	5363	4028	8854	4906	6554	5570	5085	5250	4520	5676	6223	5384	3902	4563	5496	6155	4810	3984	5734	5098	3674	4979	3998	6803	4275	5018	5777	4798	5446	6864	4361	4838	3892	5267	3377	3777	3675	5533	3874	6177	4015	3732	4759	6948	4701	4741	7011	5130	6256	4226	5937	4243	4273	6829	4041	5377	5972	7117	9287	0	0	6072	0	0	0	7636	5997	7793	7299	6963	6173	3259	6630	4361	5612	4527	6828	3483	3022	4193	5347	3135	5249	3274	5335	4539	4397	5517	5687	6759	4007	5696	4048	4271	5217	4713	3406	5411	4420	5195	3430	3557	4174	3693	3658	4147	3814	5657	3538	2737	4112	4204	4306	5840	6849	5823	6707	7085	5217	5879	8580	6443	5087	6941	5570	6283	6387	4631	3658	4624	4253	5682	6793	5533	9331	4561	7138	7044	6256	4512	7937	12711	6573	11017	8689	7338	13728	12422	10135	5212	5673	11537	9803
2994	7443	6064	6745	8217	5620	6560	8608	4745	6642	4195	4902	4538	4598	3804	5517	9419	5137	4339	7985	5305	3909	6709	3930	4943	5146	5764	3358	4725	5642	4307	6043	4120	6396	6655	5027	4590	6270	8762	5694	7530	4179	8247	7200	6718	5178	5654	4590	5125	5266	4140	4279	4103	7639	5699	5137	9554	6820	5238	4950	8270	3920	5838	4046	4057	4448	3136	6364	3678	4723	5878	4406	4246	4231	4014	3549	5395	4622	5230	4765	6212	7429	5697	5835	4123	4199	5019	5838	5533	4370	4511	5033	3423	3787	6452	4966	6437	5297	3566	5668	5306	6226	4689	6113	3084	5182	4261	4402	3412	5210	4832	3744	3490	4402	2861	4027	3352	3336	3935	6252	3012	3987	3853	3908	6160	4611	5201	3680	3673	3795	7475	4181	4911	6747	4998	5843	5627	5331	2711	4680	5619	5091	5191	3929	4470	5260	6079	6161	4030	9644	5048	7143	5591	5266	5747	4559	6172	6507	7699	6064	5671	7563	6745	5875	4148	5805	5226	4182	5544	4232	8429	4784	7102	6676	5005	5730	7272	6502	5150	3978	5567	3415	4067	4586	5706	4008	6245	4854	5077	5160	7188	4997	4786	7044	6482	6339	4785	6291	5153	5524	7633	4113	6647	6289	8680	9408	0	0	7944	0	0	0	7651	6179	8049	7334	7444	6180	4131	6944	4683	5619	4925	8145	4076	5386	4325	7568	3288	5310	3679	6787	4726	4563	5703	6188	7327	4123	6805	4771	4426	5756	5395	3810	5596	4619	5455	3875	3726	4818	3789	3695	4233	3949	5822	3859	2745	4201	5592	4389	6557	7074	6221	7068	7205	5530	7514	8792	7201	5705	7929	6721	6474	6644	4689	4299	5998	4296	5705	7223	5885	10671	6803	8368	7366	6683	7600	7965	14516	7123	11370	11624	7789	0	13734	11312	5621	6512	14017	10395
4390	7804	6503	6930	8941	6342	6826	8617	4851	6739	4557	5266	5777	4691	4231	5541	10438	5475	4385	9799	7220	5946	6864	4629	6474	5371	6669	4251	4814	6067	4752	6206	4354	7129	7182	5337	4919	7006	10674	6235	8372	6073	8775	9272	7969	5678	6551	5475	5158	5268	4405	4619	5382	7683	6158	5196	9859	8509	5601	5208	8687	5993	5948	4528	4901	4719	3170	6637	4451	4826	6329	4435	4374	4874	4328	3613	5419	6200	5346	5390	6840	7839	5738	6539	4703	4547	5092	6046	5729	4745	4827	5190	3505	5787	7826	5682	6612	5400	3991	6710	5711	7202	4946	6721	4075	5420	4657	4569	3531	5403	5208	3789	3621	4638	3359	4483	3780	3512	4269	6564	4013	4058	5202	4419	6291	4742	5360	3848	5249	4571	7907	4263	5193	7520	5125	5849	5709	5651	3627	4985	5667	5176	5991	4145	4661	7242	6284	6472	4387	10244	5647	7506	6327	5461	6620	4653	6177	6956	7705	6748	5851	7851	9091	7207	4749	7887	5343	4537	5628	4648	8641	4840	7141	6749	5816	6715	8318	7137	5409	4664	6057	4998	4130	4683	6295	4430	7003	4913	6204	5436	7305	5022	5261	8600	6590	6939	4931	7087	5612	5537	8150	4638	6729	8653	10219	10492	0	0	8903	0	0	0	8238	6461	8636	7633	8575	7688	4543	7141	4717	5850	6039	8785	5010	6080	4430	7678	3841	5467	3888	7330	5851	5124	5849	6811	7673	6033	7595	5103	4446	6853	6576	4636	5776	4914	5655	4161	4071	5339	5141	4273	4792	4404	5958	4423	3779	4794	6780	4493	6658	7634	7014	8664	7501	7646	8068	8924	8529	6589	9122	6977	6735	8470	5793	4331	6023	4533	6106	9273	6044	10975	7806	10217	7639	6687	8829	8794	14642	7723	11808	0	8667	0	0	13644	5755	7382	0	11117
4743	8146	6567	7692	9081	6590	7422	8760	5569	7636	5648	5970	5801	4969	4321	6013	11860	5539	4615	10104	7477	6942	7444	6024	6719	6683	6875	5453	6293	7297	4905	6641	4506	9127	7911	6366	5138	7219	11621	6388	8762	8117	9425	9664	9150	6438	7231	6071	6023	5414	4787	5891	5519	7861	6165	6622	9949	8649	5964	5563	8826	6392	6601	5174	5205	4925	4281	6918	4508	4865	7796	4611	4612	5368	4717	4265	5492	7125	5619	5836	6901	8453	5862	6754	5097	4721	5950	6183	5810	5539	4970	5202	3660	7973	7907	5894	6745	6698	4294	7613	6305	7512	5209	6763	4199	5578	5099	5545	4076	6162	5353	3804	3848	4867	3678	4590	4019	3660	4771	7047	4036	4077	5327	4447	6317	4884	5793	3940	5611	5077	8170	4299	5377	8233	5294	6559	5817	5962	4370	5366	5696	5437	6335	4375	6075	7925	6495	7143	4948	10399	6126	7837	6619	5773	7474	5389	6561	7195	10673	7235	6229	8311	10735	7598	6086	8983	5653	5728	5930	4929	9615	5092	8882	7007	6009	6980	8457	7149	6276	5355	6348	5012	4148	5027	6383	4712	7189	5099	6470	5544	7812	6270	5579	8808	7544	7289	5829	7237	7095	6419	8517	4743	7058	10503	10800	12601	0	0	9482	0	0	0	10199	8813	8657	11241	8720	8324	4707	7854	4918	6413	7131	9769	5053	6888	4554	8065	4699	5899	3894	7707	6029	5559	6334	7129	7881	6847	7718	5152	4486	7099	7356	5319	6948	5142	6219	4457	4244	5493	5146	4275	5428	4423	6161	5433	3798	4840	7575	5306	7279	8869	7060	9107	8219	7967	9420	9229	8632	6730	10044	7426	8558	9127	7307	4896	6290	5067	7583	10222	7458	12187	8224	11069	9078	7054	8853	8988	0	7862	14517	0	8935	0	0	14287	7345	7583	0	0
5729	8497	6825	9072	9107	6960	7877	9028	5613	7911	6243	7749	6200	5310	4483	6218	12897	6963	4953	11593	7655	7428	8330	6294	7772	6713	7015	5827	6380	7497	6093	6657	5078	9167	8610	6870	5150	7927	12110	7019	9521	8555	9549	9739	0	7047	8104	6139	6131	5618	4805	5981	5533	8105	8090	6921	10398	8855	6740	6028	8929	6515	7322	5390	6104	5104	4469	7133	5216	5063	7914	5218	4682	5512	5132	4323	7197	7460	5763	6606	6955	8491	6436	6772	5394	6579	6193	6221	5812	6475	5183	5315	4002	8254	8251	5963	7535	6947	4723	8346	6423	7741	6224	7124	4932	5679	5412	5952	4661	6452	5405	4638	4044	5001	3684	4851	4026	3897	4877	7060	4406	4156	5728	4649	6340	4938	6252	4041	5737	6217	8252	4455	5868	8555	6231	6674	6594	6472	4440	5974	6406	5497	6877	4529	6141	8636	6694	7344	5203	12429	6294	7945	6688	7190	8287	5550	6599	7439	10852	7514	8557	8773	11211	8192	6971	9941	5835	6298	6159	5350	10417	5223	8910	7157	6062	7102	9581	7434	6533	5728	7070	5565	4165	5550	7061	4922	7229	5204	6527	5700	7947	7270	5608	8877	8194	7675	6611	7546	7101	7199	8921	4879	7271	11622	12906	13338	0	0	9799	0	0	0	10706	10605	9213	11859	8880	8817	4727	8039	5801	6449	7263	9798	5154	7391	4685	8119	4890	6365	4052	9451	6060	6501	6341	7511	8261	7012	8417	5321	4638	7132	7568	5430	7544	6826	6657	4819	4553	6231	5452	4533	5742	4741	6276	5490	4916	4867	8234	5731	7684	9213	7209	9695	8277	8402	10842	9445	8823	6983	10564	10120	9498	9474	7343	5029	6402	5216	8865	10509	8696	14230	9379	12742	9160	7857	9217	9837	0	13073	0	0	10762	0	0	0	9418	8169	0	0
6098	8958	6876	9347	9114	7229	8030	11753	5654	8061	6814	8074	6814	5554	4528	6762	13121	7668	5000	12910	9031	8324	8847	6660	7938	7397	7579	6455	6669	9779	6290	7056	5193	11226	9243	6890	6632	7929	12298	7656	10003	9556	9772	9954	0	7771	9888	6369	6721	5848	4892	6347	5902	8559	8426	7214	10640	11455	6981	6464	9057	6658	7942	5843	6282	5545	5030	7288	5854	5190	8258	5525	4699	5753	6176	5603	7257	7961	6008	6626	7476	8611	6598	6833	5896	6888	6328	6649	5948	6507	5201	6006	4557	9059	9386	6267	8072	7358	4809	8680	7019	9073	7415	7823	7384	5721	5432	6320	4897	6567	6417	5005	5358	5092	3800	4873	4176	4119	4906	7262	4412	4448	5766	5840	6374	5189	6461	4118	6089	6382	8490	4613	6237	8603	6351	6685	6657	8301	4659	6199	6694	6088	7141	4921	6180	8653	6736	7659	5801	12842	7167	8240	7037	7549	8916	6190	7249	8561	10982	8084	9188	11431	11374	8426	7683	10320	6332	6463	6896	5621	10686	5380	9286	7248	6965	7341	9595	10147	7308	5749	7958	6188	4872	6396	8290	4981	7394	5982	6902	6168	8214	8034	6249	10285	8505	7723	8479	7996	7243	8217	9027	5235	7964	12641	13406	0	0	0	13993	0	0	0	11592	10781	11080	12304	12996	9002	5124	8159	5848	8804	7486	10286	5224	7668	4807	8925	5224	6514	4228	9753	6129	6821	6404	7739	8844	7050	8640	6549	4853	7883	7832	5491	7744	6831	6666	4944	4703	6236	5558	4666	5826	4892	6287	6092	5226	5912	9299	6510	8363	9975	7261	9779	8825	8463	11563	10418	9635	7312	11037	10757	9512	9873	7751	5835	6605	6177	8949	10672	9937	14288	10204	12888	9593	8567	10188	10393	0	13460	0	0	10858	0	0	0	12274	10433	0	0
