Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
1812	2102	2489	2217	2312	1833	2373	3635	2340	2613	3279	2103	1686	1939	1962	2313	1692	2375	2589	1986	1839	1824	2088	2710	1826	1967	2354	2073	2118	2323	2494	2200	2311	2483	1978	3943	1947	2224	2079	2374	1814	2222	2577	1947	1849	2642	2108	1953	1945	2251	2105	1839	1961	2084	1982	2517	1685	2245	2330	2909	1697	2766	2191	2453	2645	1810	2333	2591	2504	2104	3546	2068	2331	2088	2601	2596	2243	2244	2884	1826	2231	1818	2367	1830	2440	1685	2746	2314	1982	3112	1945	1957	2484	2210	2843	1713	1817	2488	1713	2229	2437	2453	2231	1933	3912	2083	4104	2067	2225	3466	3674	2513	3019	1945	2319	2843	3041	2764	2757	3823	3602	2993	2636	1692	3036	3910	2471	1945	2116	2119	2067	2197	2232	2621	2386	2499	3223	2481	2596	2185	2730	2084	2464	2891	2363	1853	2095	2495	2246	1978	4075	1833	2493	2464	3130	2467	1977	2242	3398	3499	2225	3249	2216	3219	4755	2101	1832	2575	2381	1961	2882	3430	3088	3293	2068	2068	2632	2759	2332	4001	3246	3142	2238	2707	1977	1980	3637	3333	4442	2869	2362	2454	3276	2194	1814	2698	2723	1940	2881	1829	2352	2697	2099	2079	2236	2640	2120	2723	2600	2071	1809	2230	2194	1689	1839	1948	2775	1713	1687	2229	2618	2439	1945	3091	2079	1685	2092	2311	1950	2243	2202	1703	2116	3100	1982	2736	1987	2981	2947	3431	2252	2367	1966	2456	3011	2637	2336	2185	2361	3278	1964	2951	2593	2649	2368	2948	1687	2472	3034	3041	3361	4065	2189	1843	2858	3117	2509	3300	2338	2900	2905	2106	2583	1687	4561	2208	1955	1692	2958	1941	2080	2094	2829	2620	2116	2491	2453	2099	2723	2235	3564	1701	1972	2095	1967	2990	2116	3540	2506	2246
2227	2734	3857	2338	3090	3037	2961	4163	3132	2887	4283	3973	1817	1982	2112	2770	1815	2471	2627	3154	1843	2189	2990	2994	2239	2492	2499	2490	2244	2444	2760	2765	2835	2737	2455	4520	2077	2350	2245	2450	1986	2621	2872	3141	1936	2951	2582	2565	2854	3009	3020	1853	3158	2735	2339	2577	2323	2568	3252	3800	1940	3475	2475	2581	2914	2440	2482	3139	2896	2747	3607	2364	2716	2624	2765	2615	2872	2852	2913	1832	2468	1845	2502	2229	2718	1694	2762	3459	2231	3174	2241	2098	2741	2497	3220	1853	2116	3296	2354	2366	2629	2906	2513	2185	4120	3693	5318	3003	3678	4253	4669	3240	5003	2331	2852	3374	3420	3144	3360	4436	4492	3223	5297	1970	3273	4577	2887	2310	2376	3395	2234	2718	2452	5459	3031	3398	4661	3786	3493	3262	5129	2211	2827	3494	2781	2577	2381	3609	2647	2211	4178	2637	2848	3090	3254	3080	3475	2762	3786	4147	2331	3971	2646	4175	5546	2638	4235	3673	3498	3292	2999	4595	3884	4267	2101	2639	4296	3033	2460	5088	4277	3641	2336	2985	2364	3042	3693	5094	5475	3097	2868	2971	3886	3102	3099	3431	3760	2482	2978	2638	3000	2874	2318	2376	3113	2851	3256	2880	2872	3131	1817	2244	2847	2576	1946	2492	2779	1845	1708	2372	3111	2725	1975	3211	2965	2236	2457	2746	2899	2892	2772	2912	3111	3387	2491	2838	2448	3594	3258	5382	3153	3153	3286	3884	3213	2763	3001	3251	2975	3435	2081	3030	3156	3278	3256	2971	2081	4259	3776	5309	3628	4553	2336	2344	4399	3769	2776	3763	2386	4080	3742	2193	3235	2382	5268	2220	2839	2832	3239	2716	2198	2234	3112	3300	2631	3306	3299	2720	3122	2780	4233	2066	2375	2571	2900	4389	2469	4132	3556	2774
2504	3388	4373	3432	3144	3463	4172	4285	3228	4005	4448	4519	3088	2615	2737	3090	2312	3030	2764	3254	2084	2196	3291	3597	2567	2897	3232	2902	2564	3083	3331	3534	3590	3804	2636	4794	2082	2466	2896	3076	2096	3039	3462	3765	2719	3883	2847	2618	3354	3352	3475	3481	3541	2740	2584	2982	2370	2700	3528	4023	1947	3721	2741	2631	3038	2971	3109	4031	3935	2877	3778	2841	3427	2857	2880	2718	3026	2982	3668	2105	3740	1952	2584	3023	2725	2460	2883	3941	3645	3292	2649	3220	3032	2564	3473	2064	2645	3808	2770	2889	2704	3928	2905	2583	4616	4696	6725	3721	4324	4518	5475	3536	6984	3177	3502	4547	4175	3172	3679	5643	4656	3464	5523	3909	4701	4817	2951	2743	2491	3857	2618	3424	3421	5536	3220	3930	4927	4666	3606	3627	6970	5069	4489	3907	3171	2978	2776	3683	3382	3016	4280	4165	4312	3432	3398	3714	3530	4071	4335	4707	2366	6006	3511	4386	5873	2841	4774	3694	3717	3677	3713	4661	4014	4617	2339	4852	4427	3244	2512	5455	4398	6162	2377	3022	2497	3093	4355	5581	6384	3299	3485	3003	4627	3416	3640	3662	5140	3477	2980	2875	3228	4379	2775	2566	3267	3397	3616	3010	3732	3230	1835	4632	2848	2866	1964	2953	2840	2706	2601	2475	3511	2834	1983	3883	3550	2365	2745	3374	3334	3398	3555	3151	4384	3412	3545	2857	4033	4375	3335	7245	3649	3641	4070	3995	3398	2840	3501	4058	3249	4166	3217	3208	3169	4758	3396	3355	3156	4617	4372	5903	4061	4830	3766	2737	4557	3880	3013	4905	2754	4681	3998	3391	3821	4363	6570	2475	2907	5255	4621	4822	2968	2340	4804	3612	2739	4412	4844	2767	3123	4004	4384	3480	4011	2778	3410	4498	3140	4166	3788	3436
3111	4356	5062	5057	4496	6141	6328	4525	4046	4168	4649	4944	3871	2781	2983	3367	3017	3042	2976	3674	2739	2441	3619	3820	2615	3002	3300	2957	2616	3357	3971	3644	3915	4449	2759	4798	3095	2829	3044	3153	3118	3377	4726	4367	2894	3996	3400	3387	3609	3530	3521	3890	4019	2975	2644	3594	2463	2754	3761	4175	2216	3917	2833	3606	3220	3002	3410	4070	4744	3804	3881	2946	3436	2909	3169	3132	3367	3461	3778	2337	4155	2499	2731	3136	2731	2878	3724	4051	3912	3493	2721	3288	3230	2646	3637	2194	2970	3887	3110	3033	3687	4457	3176	3143	4627	5570	7075	4033	4577	5682	6116	6461	7123	3365	3764	5294	4455	3725	4006	6872	4964	3810	5696	4202	4905	5111	3775	2902	3713	4187	2974	3532	3436	5863	3469	4009	6632	4920	3874	5072	8171	5494	5410	5200	4982	3202	2826	3788	3641	3973	4640	5677	4656	3731	3464	4015	6132	4139	5004	5418	2625	7135	4434	5812	6413	3006	4963	3973	4233	4005	3987	5656	4065	5044	3169	5513	4768	4155	3242	5673	4908	6206	2739	3075	4852	5691	4748	7071	6926	3419	4002	5736	4700	4020	4550	4197	5178	4695	4300	2896	4245	4890	3427	4548	3306	3790	4015	3078	4364	3287	2353	4945	2887	3223	2718	3109	2951	3346	2606	2496	3606	3222	2191	4189	4109	2443	3132	3418	3352	4203	3749	3478	4655	3953	3674	3126	4802	4572	3719	7648	4416	4010	4654	4767	3528	3378	4999	4599	3692	4794	3467	3759	3552	5183	4791	4048	3166	5570	4814	6237	4848	6297	3923	2995	4565	5044	3822	4922	3045	5057	6093	3865	3872	4831	7415	3860	3686	5661	4897	5704	3934	2739	5205	3931	3466	5699	6517	3244	3329	5206	5272	3684	4101	3097	3437	4580	4522	4569	5105	3656
3515	4376	5489	5335	4628	6199	7695	4765	4144	4201	4778	5091	4335	2975	3113	3369	3036	3240	3016	4033	3118	3028	3715	3938	2828	4124	3332	3625	2966	4061	4622	3730	4061	4505	2873	5012	3653	3586	3146	4759	4502	3843	4788	4740	3250	4065	4311	3401	3811	3620	4388	4007	4799	3082	3165	3761	2582	2845	4301	4629	2234	3922	3000	3626	3392	3640	3624	4284	4810	4436	4135	3262	3547	3167	3268	3526	3529	3936	3927	2367	4199	3041	2980	3601	3077	3687	3792	4499	3998	3640	2757	3362	3432	2882	3801	2323	3001	4001	3241	3562	3914	4617	3656	3610	4781	5893	7135	4464	4832	5809	7913	8001	7263	3508	5038	5383	4693	3757	4308	6904	5064	4073	6748	4536	5296	5680	4035	3096	3784	4894	3003	3885	3910	5909	3906	6186	6744	7375	4453	5530	9227	5847	6437	5818	5171	3429	3292	5094	3813	5222	5290	5834	5426	4922	3560	4449	6629	4147	5692	5614	3433	7736	4447	6857	6600	3824	4980	5722	5092	4136	4412	6266	4193	5595	4781	6446	5520	5428	3714	6686	5858	7033	3952	3774	5064	6021	5033	7083	7037	3658	4034	5834	4704	4176	4823	4547	8115	6303	4752	2946	4563	4985	4211	5189	4048	4202	4274	3124	4511	4354	2871	5099	3418	3665	3346	3722	3728	3458	2951	2511	3662	3272	2445	4486	4503	3130	3622	4139	3555	4251	3875	3646	4910	4300	5617	3208	4824	4911	4773	8018	4710	4140	4984	5224	3915	4014	5513	5987	3730	5628	3690	4036	4832	6408	5113	4077	3650	5662	5757	7558	5153	6352	4133	4270	5220	5382	4209	5468	4099	6213	7675	4280	3928	5107	7483	5004	4156	5845	5671	6032	5476	2868	5218	4176	3640	5905	6613	4716	3346	5239	5289	4928	4149	3953	4029	4652	4661	5889	5220	4325
3516	4427	6125	5424	5099	6342	7889	5121	4232	4448	4844	5233	4693	3143	3719	3842	3368	3352	3162	4265	3265	3086	4410	4049	4575	4178	3817	3901	3537	4064	4790	4146	4174	4570	3223	5092	3683	3798	4122	4875	4553	3917	5008	4771	4079	4101	4589	3589	3904	3933	4561	4040	4932	3266	3423	4699	2607	2988	4580	4958	2489	4406	3009	4131	3683	3926	4139	4481	4995	4628	4297	3291	3864	3341	3300	3695	3618	4195	4177	2702	5006	3429	3398	3754	3554	3936	3796	4687	4278	4334	2912	3727	3566	3416	4103	3353	3084	4273	3251	3647	4165	4852	3913	3879	4784	6880	8492	4491	5582	5895	7960	8760	7321	3908	6294	5733	4901	5675	4807	7250	5625	4706	7130	4593	5322	5940	4295	3365	3849	5304	3334	4762	4188	6309	4176	6917	7261	7551	4520	6006	9992	6110	6929	6241	5335	6194	3758	5205	3849	7848	5337	6123	5649	6927	3635	4664	7059	4767	5917	6338	4240	8040	5800	6876	7241	4609	5913	6902	5230	4288	4583	7064	4288	5748	5179	6667	9211	5705	5874	6711	5950	8724	4486	4628	8346	6260	5749	7320	7804	3790	5033	6169	5222	4661	5151	4982	8660	6405	4774	3508	5905	6021	5011	8026	4208	5832	4695	3412	5232	4779	3122	5136	3720	3750	3425	3894	4914	3483	2995	3276	3719	3460	3437	4492	4540	4266	3930	4327	4036	4837	4902	4620	5128	5265	5978	3211	4960	5493	4805	8282	5203	4738	5490	5779	3953	4201	7323	6280	4000	5967	3771	4455	5030	7451	7150	4664	4183	5950	6709	7567	5254	7196	5171	5429	5365	6543	4382	5679	4282	6619	8371	5350	4551	5233	7507	5186	4677	6263	5889	6516	5817	3241	5682	4612	3735	6083	6755	6022	3362	5778	5703	5251	4158	4573	4309	4948	4663	6913	6011	4624
3890	4470	6368	7014	5316	6464	8590	5416	4530	5421	5748	5798	4899	3228	4020	4432	3692	3374	3734	4354	3334	3540	4826	4316	4804	4359	4020	4424	4180	4294	5022	4275	4243	4709	3506	5122	4571	3821	4544	5321	4996	4010	5625	4870	4676	4277	4599	3811	4144	3951	5290	4298	4979	3591	3431	5772	2636	3360	4710	5258	2700	4421	3281	4171	4548	4897	5524	4691	5128	5100	4391	3362	4004	3817	3646	3725	4039	4492	4315	2731	5510	3536	3527	3764	4269	4792	4702	5092	4289	4498	2968	3996	3657	3467	4183	3464	3116	4548	3405	3664	4453	4888	4293	4051	4805	7035	8757	5105	6114	6780	8458	8992	8000	4108	6620	6159	5541	7396	6008	7693	6579	5477	7149	4739	5424	5988	4454	3506	3910	5962	3805	4902	4212	7981	4324	7479	8758	7913	5341	6712	11179	6571	6952	6654	6820	7182	5369	6254	3906	7919	6151	6254	5697	7030	4766	5424	7238	5104	6311	7066	7663	12752	7090	8054	7746	5170	6627	7809	5364	4867	6000	7069	4444	6376	6153	8223	9633	6779	6167	7206	6269	8757	4571	5196	8817	6473	6387	7627	8517	5994	5327	6319	5840	5036	5683	5745	9049	6444	5034	4327	6209	6795	5070	8842	4802	6342	4790	3430	5464	5150	3420	5149	4195	3772	3622	4503	4951	3523	3173	3713	3724	3467	3598	4898	4933	4373	3931	5015	4071	5152	4931	5109	5449	5891	6066	3233	5020	5613	4958	10440	5670	5032	5869	5906	4044	4409	7359	6589	5023	6048	3852	4783	5684	8449	7233	5034	4515	6930	6924	8163	7844	7305	5700	5987	5430	6692	4402	5712	4415	6687	10003	5811	5608	5337	8171	5517	4927	7661	6266	6649	7828	5301	5701	5091	3997	6451	7724	6102	3661	6548	5732	5638	4162	4865	4684	6186	6458	7165	6154	4745
3944	4765	6750	8068	6595	6492	9299	7226	4627	6609	6174	5905	5043	3352	5140	4470	3725	3655	3972	4974	3347	3731	4948	4371	4903	4469	4391	4508	4274	4567	5349	4487	5135	5114	3559	5236	4711	3886	4750	5347	5063	4301	6318	5094	4817	4311	5391	3894	4226	4074	5618	4499	5163	3852	3535	6159	2726	3393	5173	6079	3222	5106	3413	4284	5078	5694	5588	4723	5601	5315	4629	3909	4057	4030	4173	4009	4100	4599	4916	2824	6311	3896	3937	3783	4534	5046	4836	5273	4401	5798	3278	4022	3676	4109	4245	3719	3513	4922	4708	4570	5325	5941	4947	4066	6335	7369	9419	5774	6380	7209	8582	9100	8284	5496	7847	8063	5772	7495	6680	7702	6589	5710	8181	4968	5440	6477	4496	3595	4252	6065	5000	5529	6842	9889	4338	9039	9314	8024	6230	9402	12304	6905	7409	7734	6823	7271	5417	6561	4786	9229	6265	7161	7917	7507	5075	6134	7404	5108	6841	7453	7936	12818	7459	9845	7810	5177	6780	8395	5406	5281	6106	7129	5098	6556	6661	8849	10420	6860	6761	7266	7171	9861	4764	5465	9000	6773	7125	8252	10324	6157	6778	6777	6784	5286	5857	6929	9891	6583	5346	4467	6811	9551	5649	9105	5191	6350	4796	3470	5676	5194	4029	5785	4573	4278	3666	4516	5192	4205	3503	3765	4058	3501	3912	5152	5395	4880	4451	5320	4569	5518	6885	5156	5464	6052	6719	3804	5297	5692	5408	10696	5671	6805	6065	6236	4785	5649	7790	8068	5080	6257	4140	6423	6503	8572	7345	5062	5113	7119	7128	9290	8191	8294	5728	7097	6195	8624	4646	5983	4438	7213	12001	6666	6720	5618	8648	5635	5820	7677	7794	7541	8165	5729	5704	5664	4157	6544	7788	6464	5191	6554	5736	5769	5304	6340	4888	7064	6652	7437	6397	4781
4206	5530	6879	8384	6605	7178	9600	7323	4691	6952	6860	6816	5098	3694	5363	4612	3819	3990	4124	5297	3871	4289	5270	4760	5158	4943	4998	4527	4558	4590	5663	4737	5269	6068	3625	5393	4841	4122	5177	5404	5134	4360	6855	5329	5460	4564	5581	4106	4252	4292	5709	4638	5650	5465	3638	6194	2865	3873	5447	6196	3550	5585	3561	4793	5429	6627	6080	4778	6697	5600	4877	4040	4208	4398	4336	4448	4197	4959	5644	2991	6811	4580	4254	3852	4578	5270	4923	5421	4930	6191	3404	4132	4398	4159	4584	3800	4111	5733	4904	4620	5415	6762	4957	4193	7974	9674	10573	5778	8743	7326	9237	9499	8398	5599	8545	8125	6064	8403	6776	8297	7778	5974	9506	5683	5532	6680	4881	3870	4429	7039	5128	5613	7026	11100	4962	9208	9502	8229	8662	9604	13995	7574	7719	8590	7128	7801	5565	8261	5122	9936	6349	7553	8719	7620	6181	6183	7474	5468	7168	7650	8205	13573	7477	10050	9117	7192	6964	9127	6638	5737	6812	7550	6308	6900	6689	9223	10790	8096	7224	7354	7800	10087	5997	5559	9974	7703	7914	8941	12065	6325	7409	8029	7124	5748	6119	7832	10479	7186	5871	4468	7665	9857	7190	10213	5442	7163	5074	3481	5975	5507	4420	6483	4621	4309	3995	4683	5383	4464	3630	3904	4083	3824	3983	6403	5677	4883	5136	5359	4678	6725	6960	5254	6628	6432	6733	4427	5712	6264	5774	10743	5916	7651	6791	7357	5130	6327	7954	8203	5640	7333	5017	6572	7254	9702	7750	5580	6280	7793	7231	9543	8259	8425	6310	7188	7142	8633	5608	6047	5789	7519	12208	7038	6863	6479	8760	5658	6337	8301	8013	7646	8667	5734	6974	6237	4397	7672	8039	6841	6628	7134	6011	5782	5805	7889	5460	7232	7119	7466	6868	5219
4228	5586	7761	8567	7270	7845	9657	7985	5048	7048	7357	7888	5576	3996	5731	4657	3882	4047	4173	5390	3914	4329	5311	4875	5729	5283	5513	4790	5085	4806	5843	4854	5356	6132	3982	5569	5042	4154	5250	5431	5299	4780	7500	5642	5875	4966	5764	5511	4271	4701	6181	4662	5948	5549	3665	6736	3354	4438	5462	6249	4196	5909	3994	5432	6046	6933	6122	4817	7087	5749	5970	4159	4525	4408	4931	4702	4397	5026	5673	3154	6965	4760	5557	4048	4891	5609	5028	5494	5725	6224	3732	4394	5662	4274	4958	3804	4125	5921	4970	4647	5730	7216	5215	4230	8430	10417	10848	6192	9150	9101	9351	9939	9011	5654	9841	8134	11057	8590	6912	8663	7930	6151	9534	6070	6139	6855	5671	4194	5342	7110	5459	5738	7280	11500	5020	9343	9611	9065	8754	9867	0	7693	7933	9564	7565	7822	5707	8676	5753	10105	7467	7881	9353	10850	6346	7928	7489	6407	8357	8433	8480	14624	8136	10236	9919	7286	7719	9818	7171	6877	6846	7769	7550	7368	8840	9952	10987	8935	8436	7502	8300	11149	6129	5560	10988	8077	8211	9212	12104	6815	7575	8079	7285	5803	6315	8081	10506	9512	6188	5135	7904	10001	8168	10318	5489	7706	5814	3918	6121	5666	4812	6709	4631	4595	4060	5258	6138	4564	3822	4323	4127	4180	4208	6565	6376	5038	5383	6122	4994	6929	7343	6183	6883	6675	7027	5294	5903	6492	6536	10833	5980	8220	7690	8042	5739	7330	8233	8640	6262	7856	5357	7053	7331	9780	7873	5650	6702	8325	7381	9750	8303	10005	7198	7263	7393	9331	6247	6242	5910	7692	12350	7227	7504	6883	9097	5977	6469	8505	8102	9465	9544	6009	7139	6405	4500	8224	8088	7720	7048	7249	6806	5955	5843	10010	5467	7327	7264	7846	7046	5403
