Trial_1	Trial_2	Trial_3	Trial_4	Trial_5	Trial_6	Trial_7	Trial_8	Trial_9	Trial_10	Trial_11	Trial_12	Trial_13	Trial_14	Trial_15	Trial_16	Trial_17	Trial_18	Trial_19	Trial_20	Trial_21	Trial_22	Trial_23	Trial_24	Trial_25	Trial_26	Trial_27	Trial_28	Trial_29	Trial_30	Trial_31	Trial_32	Trial_33	Trial_34	Trial_35	Trial_36	Trial_37	Trial_38	Trial_39	Trial_40	Trial_41	Trial_42	Trial_43	Trial_44	Trial_45	Trial_46	Trial_47	Trial_48	Trial_49	Trial_50	Trial_51	Trial_52	Trial_53	Trial_54	Trial_55	Trial_56	Trial_57	Trial_58	Trial_59	Trial_60	Trial_61	Trial_62	Trial_63	Trial_64	Trial_65	Trial_66	Trial_67	Trial_68	Trial_69	Trial_70	Trial_71	Trial_72	Trial_73	Trial_74	Trial_75	Trial_76	Trial_77	Trial_78	Trial_79	Trial_80	Trial_81	Trial_82	Trial_83	Trial_84	Trial_85	Trial_86	Trial_87	Trial_88	Trial_89	Trial_90	Trial_91	Trial_92	Trial_93	Trial_94	Trial_95	Trial_96	Trial_97	Trial_98	Trial_99	Trial_100	Trial_101	Trial_102	Trial_103	Trial_104	Trial_105	Trial_106	Trial_107	Trial_108	Trial_109	Trial_110	Trial_111	Trial_112	Trial_113	Trial_114	Trial_115	Trial_116	Trial_117	Trial_118	Trial_119	Trial_120	Trial_121	Trial_122	Trial_123	Trial_124	Trial_125	Trial_126	Trial_127	Trial_128	Trial_129	Trial_130	Trial_131	Trial_132	Trial_133	Trial_134	Trial_135	Trial_136	Trial_137	Trial_138	Trial_139	Trial_140	Trial_141	Trial_142	Trial_143	Trial_144	Trial_145	Trial_146	Trial_147	Trial_148	Trial_149	Trial_150	Trial_151	Trial_152	Trial_153	Trial_154	Trial_155	Trial_156	Trial_157	Trial_158	Trial_159	Trial_160	Trial_161	Trial_162	Trial_163	Trial_164	Trial_165	Trial_166	Trial_167	Trial_168	Trial_169	Trial_170	Trial_171	Trial_172	Trial_173	Trial_174	Trial_175	Trial_176	Trial_177	Trial_178	Trial_179	Trial_180	Trial_181	Trial_182	Trial_183	Trial_184	Trial_185	Trial_186	Trial_187	Trial_188	Trial_189	Trial_190	Trial_191	Trial_192	Trial_193	Trial_194	Trial_195	Trial_196	Trial_197	Trial_198	Trial_199	Trial_200	Trial_201	Trial_202	Trial_203	Trial_204	Trial_205	Trial_206	Trial_207	Trial_208	Trial_209	Trial_210	Trial_211	Trial_212	Trial_213	Trial_214	Trial_215	Trial_216	Trial_217	Trial_218	Trial_219	Trial_220	Trial_221	Trial_222	Trial_223	Trial_224	Trial_225	Trial_226	Trial_227	Trial_228	Trial_229	Trial_230	Trial_231	Trial_232	Trial_233	Trial_234	Trial_235	Trial_236	Trial_237	Trial_238	Trial_239	Trial_240	Trial_241	Trial_242	Trial_243	Trial_244	Trial_245	Trial_246	Trial_247	Trial_248	Trial_249	Trial_250	Trial_251	Trial_252	Trial_253	Trial_254	Trial_255	Trial_256	Trial_257	Trial_258	Trial_259	Trial_260	Trial_261	Trial_262	Trial_263	Trial_264	Trial_265	Trial_266	Trial_267	Trial_268	Trial_269	Trial_270	Trial_271	Trial_272	Trial_273	Trial_274	Trial_275	Trial_276	Trial_277	Trial_278	Trial_279	Trial_280	Trial_281	Trial_282	Trial_283	Trial_284	Trial_285	Trial_286	Trial_287	Trial_288	Trial_289	Trial_290	Trial_291	Trial_292	Trial_293	Trial_294	Trial_295	Trial_296	Trial_297	Trial_298	Trial_299	Trial_300
2776	3589	2645	1846	1849	2095	2253	2323	2699	1971	3398	3400	2585	1838	3172	2892	2242	2321	1699	3035	2565	2101	3330	1808	2750	2070	3509	3233	2188	1824	2582	2243	1836	2957	2850	1705	1712	1946	1845	2756	2705	2731	2611	2440	2104	2189	2232	2741	2334	2843	2447	1980	2774	2368	1981	1976	3221	1829	1816	1816	2062	2855	2754	1952	2581	1829	1699	2757	2464	1982	2219	2580	2248	1813	2594	2062	2094	2337	1830	2311	3245	2866	2356	2100	5336	2443	2982	1969	1690	2061	2464	1694	2104	1963	1946	2728	3107	4110	1827	1976	1711	1813	1829	1687	2114	2469	3114	1707	3972	2339	3116	3236	2252	2113	2196	1808	2095	2243	2341	1984	2589	1825	1707	1690	1712	2440	2083	2083	2375	2711	1699	1710	2988	2061	2360	1685	2764	2065	1849	2350	2083	2074	1939	2483	2194	1688	1700	1693	1981	2199	2365	1851	3004	1694	1708	2220	2346	2490	2513	2089	2641	3597	2081	2382	1944	1697	2485	2634	1841	1828	1685	2076	1832	2098	2691	2201	1830	2967	2839	2216	1693	1944	1975	1951	2363	2228	1934	2085	1971	2470	1835	2437	2466	2695	2232	1817	1821	1935	1840	2101	2229	2193	2235	2822	1822	2863	1961	2073	2437	5289	7138	2703	2630	1848	4144	1973	2344	2073	2076	3469	2977	1974	3024	2897	2845	2885	3427	1969	2602	3694	2194	2234	1811	2189	2188	2731	1843	2361	2218	2215	2470	2318	2088	1960	1836	1950	1701	1845	2215	2090	3203	2479	1933	1836	1827	1840	1809	1835	2462	1980	2611	3205	2073	2586	1842	2200	1816	1809	2229	1808	1824	2081	2315	2629	2217	1944	2764	3238	1713	2954	2061	2117	2195	2071	2623	1697	2353	1690	1846	2063	1981	1697	1979	2633	2106	1966	2581	2645	1953	2444
3088	4258	2969	1964	2628	3118	2483	2502	3402	3774	3640	4422	3092	2599	3509	3369	2311	2513	1702	3416	2872	3748	3687	2574	3358	2466	4565	4125	2900	2088	3100	3380	2101	3045	2853	1835	1824	2501	1980	3367	2901	3342	3307	2825	2200	2382	2467	3237	3464	2947	2634	2216	2896	3040	2329	2618	3380	2218	2191	1819	3251	4043	2864	2326	3099	2376	2314	2965	2517	2087	2569	3820	2321	2514	2754	2375	2884	2355	2216	2849	3287	2969	3254	2452	5517	2600	3029	3088	2199	2095	2866	1809	2573	2591	2075	2756	3856	4277	3521	2249	2992	2079	1842	2316	2608	2765	3349	2846	4113	2344	3359	4076	2326	2218	2379	2075	2243	2627	2481	2610	2625	1950	2099	2976	1933	2452	3283	3337	2497	3206	1980	1958	3507	2197	2580	2185	2774	2093	2215	2372	2116	2239	2908	2856	3609	2365	2329	2489	2320	2206	2855	2097	3029	1933	1844	2364	2881	2510	2723	2456	3235	3854	2189	2575	2518	1831	3082	2955	2241	2383	2078	2115	2090	2194	3033	2211	1835	3165	3010	2372	2062	2093	2852	2513	2462	2360	1959	2460	2358	2494	2235	2731	2491	3953	2439	2199	2646	2887	2210	2438	2312	4329	3032	2885	2893	3950	2499	2348	2625	5450	7271	2978	2864	2063	5295	3156	2635	2861	2204	5371	4109	4132	4428	3241	2894	3218	3491	2612	2965	4158	3303	3419	2590	2962	2765	3035	2192	2845	2573	3273	2742	2321	2906	2367	2192	2759	2567	1938	2369	2747	3637	2733	2445	2253	3643	2861	2238	2197	2870	2443	3336	3915	2355	3085	2385	2245	2074	2334	3149	2981	1942	2221	2452	2757	2750	2722	3258	3436	5109	3000	2749	2252	2984	2481	3353	3503	2828	2717	1853	3084	2059	2329	2385	2950	2718	2380	3365	2722	2075	2596
3097	4497	3281	2861	2734	3226	2625	3285	3466	4235	3863	4998	3943	2625	4139	3718	3016	2831	2585	4326	3215	5394	4139	3001	4628	3421	5159	4132	3078	3782	3281	3529	2322	3209	3506	2219	2117	3762	2068	3435	3026	3666	3340	2838	2354	2767	3078	3490	3631	3218	2906	2348	2899	3150	2754	2643	3402	2451	2466	1841	3411	4142	2892	2478	3992	2579	2729	3344	2745	2702	2888	4881	3124	2822	3379	2649	3085	2705	2758	2853	3589	3428	3928	2619	5653	2602	3241	3602	2839	2998	3409	2379	2735	2756	2195	3360	3889	4621	3564	2607	3174	2378	2091	2372	3288	3039	3416	3106	4406	2385	3530	4172	2350	2341	2602	2078	2316	2968	2617	2844	2640	2079	2245	3240	1957	3507	3631	3371	2717	3385	2232	1962	3853	2242	2724	2219	3117	2099	2338	3873	2348	2459	3130	3028	3747	2381	2356	3094	2611	2214	3406	2248	3226	2219	3221	2510	3099	3381	3015	2635	3303	3873	2196	2596	2755	1853	3235	3215	2252	3074	2097	2329	2101	2580	3427	2701	2074	3272	3271	2375	2080	2314	3330	2514	2780	3096	2099	2713	2737	2498	2332	2849	2580	4052	2467	2578	3271	3392	2734	2440	2581	4439	3216	2976	3527	4539	2645	4682	3369	5523	8344	3255	3223	3618	6807	3520	2898	3281	4666	6140	4149	4815	4581	3541	3501	3429	3514	3150	3486	5015	3676	3462	4981	3093	3136	3096	2473	3278	2735	3461	3098	2848	3138	2980	3001	3547	2691	2782	2720	3114	3656	3337	3158	2384	3727	3204	2321	2622	3206	2961	4057	4444	2382	3496	2480	2480	2728	2579	3788	3734	2760	3095	2470	3601	3211	2751	3296	4145	5587	3150	2750	4007	3646	2742	3684	3906	3510	3002	2709	3508	3620	2647	2692	3213	2747	2510	4188	2847	3025	2650
3492	4578	3513	3026	3111	3407	3098	3335	4308	4875	3895	6134	4107	2878	4305	4033	3428	3074	3350	4529	3224	5471	4415	3081	4817	3523	5280	4588	3150	4015	3402	3772	2599	3637	3683	4272	2739	3846	2753	3483	3254	3848	4040	3112	2762	3082	3390	4212	4028	3249	3779	2831	3020	3540	2775	4156	3433	3292	2470	2440	3477	4525	2901	2722	4207	3102	2776	3971	3513	3013	2968	5123	3897	2881	3383	4158	3088	3075	2988	3915	3619	4019	4659	2735	5713	2698	4242	3668	3534	3010	3424	3799	3156	2852	2845	3534	4136	5094	3777	3240	3480	2630	2104	2516	3416	3648	3714	3252	4982	2845	4101	4298	2712	2354	2752	2981	2581	3281	3687	3020	2650	2373	2616	3894	2091	3613	3675	3463	3263	3504	2710	2086	4174	2466	2746	2366	3260	2105	3118	3919	3170	2711	3285	3224	3952	2991	2474	3295	2743	2346	4524	2358	3227	2357	3266	2644	3485	3488	3379	3349	3481	3982	2328	2901	2909	2116	3344	3457	2375	3729	2185	2502	2198	2639	3505	3004	2201	3525	3622	2630	2316	2707	3360	2579	2861	3269	2243	2779	3113	3801	2860	2958	2905	4208	2641	2611	3286	3470	3161	2996	3000	4449	4244	2990	3798	4788	2867	4980	4159	6353	9247	3848	4163	4003	8219	4357	3437	3882	4965	8146	4454	4903	5297	4235	3842	4146	4353	3651	4272	5508	3733	3823	5589	3107	3234	3304	2515	3729	3177	3558	3102	3122	3667	3353	3521	3993	4639	2828	2778	3777	3725	3556	3919	2948	4872	3263	3130	3228	3279	2997	4592	4642	2498	5105	2492	2768	2751	2897	3844	4235	2834	3482	2636	3910	3307	4273	3693	4465	6206	4382	3151	4106	4080	3037	4033	4359	3533	3026	3244	3998	3808	3034	3684	3433	3296	3628	4433	3727	3553	3282
3544	4872	3556	3125	3561	3741	3843	3547	4955	5192	3969	6406	5767	3878	4341	4516	4481	3475	3790	5211	3283	5674	4678	3214	5277	3728	5393	5093	3417	4105	3663	4134	2872	3650	3887	4422	2771	3945	2820	3589	4235	4036	4355	3152	2826	3298	3805	4555	4042	3535	4374	3110	3515	3860	3253	4584	3522	3500	2474	2569	4295	4845	2971	2950	4580	4136	2860	4623	3530	3096	3161	5319	5067	3074	3600	4307	3559	3369	3616	4039	4712	4504	4800	3013	5754	3144	4285	4013	3669	3609	4021	3890	3288	3154	3429	4581	4579	5889	4184	4793	3858	2708	2380	2586	3641	3749	3721	3876	5162	3084	4583	4664	2727	3102	3421	3395	2626	3302	3866	3117	2952	2386	2761	4047	2731	3899	3713	3552	3387	3758	2760	3023	4232	2639	2881	2564	3363	2909	3120	4067	3478	2819	3289	3282	4464	3406	2477	3509	2780	2505	4528	2437	3636	2572	3353	2726	3678	3519	3532	3458	3618	4069	3019	3295	2966	2218	3358	3613	2730	3774	2382	2586	2349	2701	3812	3655	2761	3721	3681	2711	2348	2946	3459	2597	2998	3514	2871	2873	3158	3910	3408	2965	3208	4281	3337	3096	3422	3606	3748	3759	3005	4535	4296	3356	4339	5328	3214	5618	6297	6707	9432	4641	6092	4058	8724	6038	3531	3988	5232	8435	4644	5433	5668	4761	4144	4447	4524	4047	4527	5597	4058	3902	5713	3391	3281	3333	2882	5159	3286	3869	3465	3806	3668	3871	3644	4004	5418	3800	3942	4275	4321	4105	4440	3774	5336	3365	4935	3430	3363	3684	5398	4707	2612	5264	2854	2909	3153	3416	3864	4275	3074	3989	2880	4239	3515	4297	3931	4686	6413	4409	3418	4675	4300	3541	4130	4722	3606	3234	3552	4870	4330	3126	3823	3589	3598	3946	4525	3824	3868	4181
3722	5525	4388	4390	4393	3816	3882	5289	5511	5535	4251	6826	6230	4669	4579	5338	4537	3476	3805	6808	3419	6648	4690	3509	5496	4791	5446	5746	3465	4437	4555	4275	2909	4546	3989	5125	3205	4835	3262	3642	4308	4058	4778	3355	3367	3330	4270	4685	4206	3998	4425	3474	4305	3882	4159	4670	3889	4103	2489	3468	4444	5344	3790	3165	4824	4228	3127	5313	3741	3245	4337	5539	6030	3688	4103	4910	3590	4104	3745	4104	5454	4710	4884	3352	6131	3643	4298	4562	3910	3788	4028	4225	3532	3264	3563	4995	5451	5896	4894	4829	4975	3010	2769	3093	3644	3975	3943	4151	5585	3158	4961	5378	3113	3218	3526	3673	3026	3380	4062	3382	2991	2700	3505	4304	3232	4748	4205	4209	3389	4633	3116	3080	4305	3419	3020	3475	3643	3338	3387	4077	3499	2850	3332	3389	5186	3635	2491	3641	2914	2623	4577	2978	3693	2734	3507	3106	4131	3602	3617	3616	3688	4102	3252	3515	3271	2962	4186	3615	2847	3864	2485	2747	2854	2980	3862	3877	2766	4041	3717	3287	2350	3157	3539	2764	3483	3723	3036	2912	3458	4447	3804	3026	3357	4297	3904	3216	3801	3623	3794	3876	3160	4629	4378	3502	4408	6281	3905	6724	6739	6751	10478	4839	6278	4831	8890	6148	3758	4068	5779	10587	4942	5489	5810	4791	4996	4756	5897	5661	4615	5755	4903	3928	5959	3515	3465	3625	2972	5318	3332	4118	4514	4194	4142	4195	3738	4483	5469	4170	4250	4999	6430	4508	5580	3852	5517	3972	5434	3525	3868	3939	6483	4995	3038	5493	2876	2998	3534	3674	4260	4364	3463	4169	2957	4921	3779	5260	5058	5465	7152	4511	3851	5604	4790	3895	5289	5300	4173	3648	3679	5012	5672	3261	3876	3796	3658	4296	4810	3990	3883	4231
3801	5839	4502	4726	4464	5579	3895	5292	6134	5609	4419	8797	6497	5296	4943	6776	5286	4488	3896	6827	3470	7482	6717	3525	7053	5493	5872	5992	3740	5043	4759	4278	3001	4726	4179	5217	3229	5158	3969	4008	4318	4059	5152	4512	3511	3522	4307	4726	4814	4293	4678	3995	4532	4362	4253	5062	3990	4130	3161	3897	5201	5380	4045	3210	5209	4252	3371	5672	4140	4016	4460	5589	6232	3733	4827	5384	3730	4210	4000	4177	5717	4720	5608	3388	6190	4701	4679	4778	4064	4172	4171	5434	3871	3491	4115	5152	5666	6055	5868	5107	5229	3124	3283	3397	3820	4996	4435	5179	5778	3922	5259	5482	3514	3237	4837	3781	3094	3928	4172	3806	2997	2719	3615	4983	3693	4898	4545	4322	3463	4649	3902	3173	4637	3628	3131	3876	3665	3371	3523	4212	3604	3016	4298	3557	5359	3766	3032	3861	3261	2736	4671	3714	3769	2887	3665	3257	4205	3642	3934	3680	3900	4306	3370	3861	3425	3078	4620	4127	3087	4280	2505	2898	3014	3037	4032	3902	2843	4663	3892	3329	2437	3202	4233	2968	3800	4074	3231	2998	3784	4485	4246	3383	3395	5299	3976	3534	4721	3777	3921	3898	3274	5108	4396	4038	4620	6317	4596	7150	7349	6878	12679	5226	7360	4908	9005	6395	3939	5202	6263	11595	5344	6764	6999	4823	5468	4838	6263	5683	4643	6101	5072	5077	6149	4010	3810	4034	3467	6003	3541	4157	4544	5286	4337	4463	3783	4906	5524	4400	4376	5148	6695	5454	6020	5571	5747	3988	5473	3944	4459	4139	6673	5093	3116	5680	3530	3380	3630	3816	4398	5770	3499	4286	3270	4971	4074	5380	5149	5508	7563	4546	4254	5627	5087	4114	5855	5734	4201	3717	3992	5044	5690	3869	3906	3894	3776	4401	5365	5619	4284	4367
3809	5970	4540	5232	5018	5657	4124	5444	6804	6873	4915	8914	6511	5309	5420	7224	5889	4833	4693	8240	3871	7545	7073	4034	7387	5865	6267	6043	5075	5098	5386	4648	3121	5321	4226	5621	3641	5774	4024	4316	4888	4977	5200	4940	3642	4327	4911	5303	5108	5227	4770	4322	4638	4411	4315	5327	4176	4269	3748	3989	5671	5592	4060	3356	5546	4269	3503	5708	4783	4259	4611	5820	6413	3913	4840	5719	4118	4319	4045	4193	6301	5331	6088	3719	6293	4710	5015	5534	4627	4778	4571	5740	3932	3897	4627	5200	5773	6082	6141	7097	5297	4401	3558	3414	4076	5499	4849	5296	6072	3971	5674	5709	3624	3505	5261	3786	3398	4285	4486	4034	3242	2723	3669	5029	3912	5051	4682	4397	3805	4769	4648	4046	4778	4180	3412	3890	3971	3946	3566	4627	3653	3024	4451	4058	5408	3848	3419	4184	3720	2947	5050	3865	3973	3605	3777	3259	4339	3644	4229	3921	4004	4445	3596	3886	3644	3229	4737	4247	3203	4442	2718	2949	3543	3458	4324	4442	3269	4803	4128	3526	2644	3356	4483	3269	4078	4451	3589	3222	4261	4966	4496	3726	3633	5487	4017	3628	5014	4034	4144	3940	3367	5603	4443	5207	4805	7888	5302	7206	8380	6902	0	5300	8325	4938	10129	7403	4034	5253	7126	11659	6071	7024	7685	5272	5647	4915	6589	5959	4666	6394	5905	5105	6955	4130	4006	5002	3989	6088	4063	4237	4594	5933	4775	4941	3881	5696	6725	4791	4539	5415	7077	5680	6515	5602	6976	4313	6201	4394	4755	4250	6674	5155	3342	5715	3947	3496	4340	4064	4527	6442	3734	4451	3757	5266	4516	5487	5218	6041	7631	4740	4265	5816	5449	4185	6278	6309	4253	4582	5072	5453	6009	4076	3952	4117	3799	5337	6676	5663	4553	5137
3814	6018	5257	5577	5666	5814	4505	5893	7219	7170	5448	9062	6592	5659	5465	7292	6439	5428	6119	8270	3985	7812	7954	4295	8071	6092	8724	6577	5154	5711	5737	5453	3387	5696	5359	5968	3715	5902	4319	4424	5441	5677	5212	5019	3997	4854	5043	5584	5327	5671	4836	4325	5104	4792	4434	5531	4192	4335	4028	4711	5745	5606	4115	3413	5622	4998	4245	5751	5849	4684	4909	5956	6549	4015	4868	5947	4144	4485	4270	4955	6442	5827	6120	3924	6542	4872	5435	5939	4916	4918	5333	5945	4071	4702	5037	5543	5955	6128	6218	7212	5725	4441	3559	3682	4795	5950	5269	5378	6811	3978	5745	5921	3948	4156	5354	3842	3407	4375	4535	4271	3373	2740	3741	5044	4178	5216	4797	5039	3857	5065	4682	4098	5060	4196	3430	4415	4429	4112	3652	5007	3717	3027	4788	4506	5560	4059	3534	4281	3749	3144	5179	3995	3995	3670	4046	3655	4358	3657	4396	4281	4012	4746	3974	4023	3668	3304	5121	4572	3353	4622	2906	3023	3622	3469	4434	4492	3361	5033	4384	3587	2649	3646	4616	3339	4181	4596	4138	3348	4267	5052	5194	4112	3640	5655	4034	3899	5179	4048	5004	4307	3765	5765	4719	6389	5005	8534	6215	7709	10319	7005	0	6330	8743	5093	10522	12213	4068	5774	7394	11989	6927	7184	7774	5302	5668	5153	7532	6073	4685	6584	6779	5380	7954	4312	4276	5084	3992	6455	4166	4578	4743	6223	5114	5138	4102	5902	6892	5023	4767	5566	7358	5885	6645	5609	7013	4394	6336	4852	4823	4512	7103	6864	3594	5785	4270	3722	4599	5511	5591	6522	4067	4456	4492	5396	5860	6215	5539	6108	7696	6273	5088	6092	5480	4375	6283	6972	5046	4593	6043	5553	6228	4284	4103	4242	4173	5641	7604	6050	4897	5525
4031	6078	5339	6609	5847	5919	4761	6201	8106	7252	7085	10339	6612	5999	5473	7541	6581	5739	6214	8305	4152	7908	8068	4689	8316	6931	9000	6744	5359	6001	5969	6285	3407	5981	5438	6281	3822	6944	4532	4718	6070	5865	6260	5313	4152	4900	5295	6156	5675	5902	4889	4462	5459	5555	4682	5607	4272	4661	4553	4884	5939	5900	4710	3508	5926	5174	4257	5934	5977	5505	4927	6040	7411	4228	5126	6356	4532	4684	4335	4976	6551	5957	6130	4133	7048	5097	5804	5979	5533	5009	5605	6417	4239	4722	5057	5697	6182	6237	6381	7255	5869	4690	4354	5210	4881	6106	6071	5478	6892	4189	5753	6259	3953	4303	5582	4010	3677	4454	4638	4462	3609	2873	4009	5265	4370	5312	4965	5145	4137	5471	4824	4235	5130	4375	4115	4849	4720	4135	3722	5366	3841	3240	4870	4702	5872	4061	3549	4374	3909	3723	5523	4025	4032	4078	4447	4006	4750	3684	4633	4741	4013	5017	4236	4122	3756	3723	5466	4691	3366	4652	3557	3073	3861	3480	4543	4656	3391	5059	4481	3984	2947	3801	4670	3561	4437	5103	4427	3368	4637	5428	5408	4191	4118	5735	4252	3922	5199	4054	5252	4364	3876	6082	5976	6667	5036	8895	6728	8626	10550	7697	0	6367	9048	5558	11579	12266	4243	8257	7605	12086	8167	7235	8030	5707	5814	5323	7829	6451	5329	6738	6992	5751	7980	4726	4359	5151	4452	6943	5151	4656	6210	6273	5318	5524	4615	6338	7155	5424	4933	5864	8350	6342	6748	5994	7224	4553	7296	4946	5083	4900	7726	7094	3850	5809	4710	3991	4813	7023	5851	6602	4152	4902	5158	5548	6039	7167	5972	6133	8120	6965	5198	7085	5593	4435	6403	7443	5065	5168	6343	5700	6721	4810	4300	5456	4440	5853	7968	6676	5885	5711
